"uid","name","description","species_taxon_id","species_name","confidence_score","condensate_type","infectious_agent_species_id","infectious_agent_species_name"
"6EFBB8DD",Ddx3xb condensates,Ddx3xb condensates are ATP- and IDR-dependent assemblies identified in developing zebrafish embryos. The maintenance of liquid-like properties has been shown to facilitate mRNA translation during Maternal-to-zygotic (MZT) in early embryos.,7955,Danio rerio,5,biomolecular,,
"0AEBFC12",Synthetic Condensate 000361,"Morphology: In Vivo Droplet Formation,In Vivo Frap; Main protein: P81133; Partner Proteins: Q07352; the seemingly liquid-like condensates generated by FUS-TIS and SUMO-SIM-TIS have mesh-like morphologies in cells.",9606,Homo sapiens,1,synthetic,,
"81D2A7B6",Nuclear stress body,Stress bodies which form in the nucleus in response to heat shock.,9606,Homo sapiens,1,biomolecular,,
"56BF1CA9",Dense fibrillar component,Dense fibrillar component (DFC) is a substructure of nucleolus. Small nucleolar ribonucleoproteins (snoRNPs) splice and modify pre-ribosomal RNA transcripts in the DFC.,7227,Drosophila melanogaster,5,biomolecular,,
F11B6494,Synthetic Condensate 000269,"Morphology: In Vitro Droplet Formation,In Vivo Droplet Formation,In Vivo Frap; Main protein: P46937; Partner Proteins: P28347; A similar colocalization of YAP and TEAD1 in droplets was observed in U-2 OS cells in response to hyperosmotic stress induced by PEG",9606,Homo sapiens,1,synthetic,,
"3393144B",P62 cluster,"Misfolding in P62 is linked to defect in selective autophagy and Amyotrophic lateral sclerosis (ALS) which is a neurodegenerative disease that affects motor neurons in the brain, brainstem, and spinal cord.",10090,Mus musculus,4,biomolecular,,
"9B5B2FB8",Synthetic Condensate 000374,"Morphology: In Vivo Droplet Formation,In Vivo Frap; Main protein: P68400; Partner Proteins: Q9NYF0; CK2α diffusely localized to both the nucleus and cytoplasm when expressed by itself, whereas coexpression with DACT1–tdTomato resulted in exclusive sequestration of the cytoplasmic pool to the condensates",9606,Homo sapiens,1,synthetic,,
"735EA068",Synthetic Condensate 000330,"Morphology: In Vitro Droplet Formation; Main protein: Q3KPK4; Partner Proteins: Q8JGN5, Q9NQS7; The homologous complex from Xenopus laevis also phase-separated demonstrating evolutionary conservation of this property.",0,Chimeras,1,synthetic,,
"7BB9AA6C",D-granule,"Condensation of DIAPH3 proteins upon cellular stress, named as ""D-granule""",10090,Mus musculus,4,biomolecular,,
"7F2B39AE",Synthetic Condensate 000262,,9606,Homo sapiens,3,synthetic,,
"500EDC60",Synthetic Condensate 000260,,0,Chimeras,3,synthetic,,
"97EBEFF3",Nucleolus,"Nucleolus is the largest and the first membrane-less organelle which was identified. It is composed of a fibrillar centre (FC), dense fibrillar component (DFC) and granular component (GC).  The nucleolus is a dynamic structure that disassembles during mitosis and reassembles after cell division. The nucleolus is responsible for ribosome biogenesis in eucaryotic cells, which are essential macromolecular machines responsible for synthesizing all proteins required by the cell. The nucleoli are now known to act as sensors and regulators of cellular responses, such as apoptosis, DNA damage response, epigenetic modification, genome stability, proliferation, senescence and signal transduction.",9986,Oryctolagus cuniculus,1,biomolecular,,
C582EEC7,NONO,"NONO partitions into condensates in mouse fibroblasts and lack colocalisation with Neat1 mRNA, suggesting a non-Neat1 paraspeckle type condensate",10090,Mus musculus,5,biomolecular,,
B2E8AD81,Stress granule,"Stress granules (SGs) are condensed membrane-less organelles that form dynamically as RNA and protein (RNP) phase separate during physiological stress. When translation initiation is limited, SGs assemble and play a role in translational regulation and proteome buffering. Translationally stalled mRNAs, translation initiation factors, RNA-binding proteins, and non-RNA-binding proteins are among the constituents of SGs. SGs are one of the most important cellular stress relievers, yet their presence are temporary. Any condition that causes permanent presence of SGs, such as chronic stress or alterations in the structure of the components of SGs, can induce their pathological aggregation and degenerative effects.",10116,Rattus norvegicus,1,biomolecular,,
AB997901,Synthetic Condensate 000089,,9606,Homo sapiens,3,synthetic,,
"48F3BEDE",Synthetic Condensate 000099,,9606,Homo sapiens,3,synthetic,,
"984F3092",Synthetic Condensate 000063,,9606,Homo sapiens,3,synthetic,,
"9F05356D",Synthetic Condensate 000062,,9606,Homo sapiens,3,synthetic,,
"763F4AA2",Synthetic Condensate 000378,Mouse CAM,10090,Mus musculus,3,synthetic,,
"97081F97",Synthetic Condensate 000088,,9606,Homo sapiens,3,synthetic,,
CE726F99,Postsynaptic density,"Postsynaptic density (PSD) is a condensed protein-rich sub-compartment beneath the postsynaptic plasma membranes of each synapse that constantly interchange their contents with bulk aqueous cytoplasm in synaptic spines.. The PSD is responsible for receiving, amplifying, and storing signals begun by presynaptic cells. PSDs are made up of tightly packed proteins that form assemblies that are a few hundred nanometers wide and 30–50 nanometers thick.",10090,Mus musculus,2,biomolecular,,
A9BEEE91,Sirna body,"siRNA bodies are specific cytoplasmic foci in Arabidopsis thaliana which contain accumulated AGO7, SGS3 and RDR6.  siRNA ibodies are distinct from P-bodies, but become positive to stress granule markers under stress induced translational repression, implying that siRNA bodies may store stalled mRNAs.",3702,Arabidopsis thaliana,1,biomolecular,,
F5834E66,Synthetic Condensate 000310,"Morphology: In Vitro Droplet Formation,In Vitro Frap,In Vivo Droplet Formation,In Vivo Frap; Main protein: P45973; Partner Proteins: P68431, O43463, Q13263, P83916; HP1α and phos-HP1α undergo LLPS with DNA at lower concentrations; HP1α and phos-HP1α both have a much higher LLPS capacity with DNA than with H3K9me3-marked NAs; Mixing tTRIM28/HP1α or tTRIM28/HP1γ with NE also resulted in extensive punctum formation; The catalytic activity of SUV39H1 is dispensable for its localization as a catalytically inactive mutant, SUV39H1 H324K, still colocalizes with HP1α and HP1β to chromocenters.",9606,Homo sapiens,1,synthetic,,
D551D4B1,Synthetic Condensate 000051,,0,Chimeras,3,synthetic,,
"7D39771A",Synthetic Condensate 000042,,284812,Schizosaccharomyces pombe (strain 972 / ATCC 24843),3,synthetic,,
"0F39F0A3",Spindle matrix,Spindle assembly which is an important step during mitosis requires microtubule polymerization. BuGZ phase separates and associates with microtubules and tubulin and this process leads to the assembly of spindle matrix.,8355,Xenopus laevis,1,biomolecular,,
"2F09078B",Synthetic Condensate 000024,,0,Chimeras,3,synthetic,,
"69D46933",Synthetic Condensate 000224,,4565,Triticum aestivum,3,synthetic,,
"03E7CE7B",NEDD4 condensates,"Mechanistically, hCINAP interacts with and prevents NEDD4 from forming cytoplasmic condensates that compartmentalize YAP1 and its kinase NLK, facilitating YAP1 phosphorylation at Ser128 and promoting YAP1 activation.",9606,Homo sapiens,5,biomolecular,,
"6F9FB6EF",Cleavage body,"Cleavage bodies are nuclear bodies which contain factors that are necessary for RNA transcription and/or processing. Cleavage bodies often colocalize with other nuclear bodies, such as DDX1 body and Cajal body",9606,Homo sapiens,4,biomolecular,,
"1C4BF022",Cytoplasmic bodies,CBs is a collective term used for biomolecular condensates with members of ubiquitin ligases components. CBs are speculated function as aggresome precursors or storage compartments that segregate potentially harmful excess ubiquitin ligases molecules from the cytosol dilute phase.,9606,Homo sapiens,4,biomolecular,,
"96C56C72",Synthetic Condensate 000354,Morphology: In Vitro Droplet Formation; Main protein: P00879; Partner Proteins: P58555; The phenomenon of LLPS observed in vitro indicates that NosRca engages in multivalent interactions with Rubisco.,103690,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),1,synthetic,,
"06422D8E",Synthetic Condensate 000175,,9606,Homo sapiens,1,synthetic,,
AC87FF17,Synthetic Condensate 000021,,0,Chimeras,3,synthetic,,
E9A74F70,Synthetic Condensate 000227,,10090,Mus musculus,3,synthetic,,
EC23E69A,Synthetic Condensate 000107,,9606,Homo sapiens,3,synthetic,,
"4299E36E",Nucleolus,"Nucleolus is the largest and the first membrane-less organelle which was identified. It is composed of a fibrillar centre (FC), dense fibrillar component (DFC) and granular component (GC).  The nucleolus is a dynamic structure that disassembles during mitosis and reassembles after cell division. The nucleolus is responsible for ribosome biogenesis in eucaryotic cells, which are essential macromolecular machines responsible for synthesizing all proteins required by the cell. The nucleoli are now known to act as sensors and regulators of cellular responses, such as apoptosis, DNA damage response, epigenetic modification, genome stability, proliferation, senescence and signal transduction.",3702,Arabidopsis thaliana,2,biomolecular,,
"8DF372A2",Synthetic Condensate 000069,,9606,Homo sapiens,3,synthetic,,
AF5F0395,Synthetic Condensate 000141,,6239,Caenorhabditis elegans,1,synthetic,,
C9BBDF4E,RBFOX1 RNP granule,Rbfox1 is an low complexity domain containing protein that form liquid droplets and amyloid-like fibers and promiscuously links various nuclear and cytoplasmic RNP granules.,7227,Drosophila melanogaster,3,biomolecular,,
"8FEE509A",Nuclear speckle,Nuclear speckles are nuclear condensates also known as interchromatin granule clusters. These condensates are enriched in pre-mRNA splicing factors located in the interchromatin region of the nucleoplasm.,10116,Rattus norvegicus,4,biomolecular,,
"6B2C5D53",Sec-body,"Sec bodies are membraneless, reversible, liquid-like condensates forming in mammalian cells under stress—such as hyperosmotic conditions or amino acid starvation. They incorporate Composed mainly of endoplasmic reticulum exit site (ERES) proteins. Sec bodies are involved in regulating ER-to-Golgi transport.",10116,Rattus norvegicus,4,biomolecular,,
"6F24707C",Cajal body,Cajal bodies are nuclear bodies which are composed of the scaffolding protein  Coilin and high concentrations of small nuclear ribonucleoproteins (snRNPs) which are involved in pre-mRNA splicing.These condensates are also suggested to contribute to RNA metabolism including snRNP biogenesis and telomerase biogenesis.,9606,Homo sapiens,1,biomolecular,,
"1A18FFC4",Paraspeckle,"Paraspeckles are nuclear condensates which are formed around the long non-coding RNA NEAT1. According to emerging data, paraspeckle formation is triggered by phase separation of associated RNA-binding proteins with intrinsically disordered regions, which results in an orderly arrangement of paraspeckle components along NEAT1.",9606,Homo sapiens,1,biomolecular,,
"03D56D03",Tau Condensate,"Inclusion bodies are insoluble aggregates of misfolded proteins inside the cell. A common pathogenic event in a range of neurodegenerative illnesses is aggregated proteins from the cytoplasm of nerve cells and glia. Alzheimer's disease, liquid Tau droplets insoluble Tau aggregates over time.",9606,Homo sapiens,3,biomolecular,,
