"uid","name","description","species_taxon_id","species_name","confidence_score","condensate_type","infectious_agent_species_id","infectious_agent_species_name"
"8BB8BA7F",Synthetic Condensate 000324,"Morphology: In Vitro Droplet Formation,In Vitro Frap; Main protein: Q13263; Partner Proteins: P68431, P83916, P45973, Q13185; H3K9me3 12xNA and the tTRIM28/HP1β complex also undergo phase separation, which depends on the H3K9me3-CD interaction because unmodified 12xNA and H3K9me3 12xNA failed to undergo phase separation with tTRIM28/HP1β and tTRIM28/HP1β(V23M), respectively; Mixing tTRIM28/HP1α or tTRIM28/HP1γ with NE also resulted in extensive punctum formation.",9606,Homo sapiens,1,synthetic,,
"335D4357",SGF29 condensate,"SGF29 forms liquid-like nuclear condensates during senescence that localize at senescence-associated gene loci, recruiting transcriptional machinery. These condensates interact with chromatin and nascent RNA, regulating senescence-linked transcriptional programs and reinforcing cellular aging through activation of senescence genes.",9606,Homo sapiens,4,biomolecular,,
EA3337F5,+TIP,"The paper shows that human EB1 forms molecular condensates with TIP150 and MCAK through liquid–liquid phase separation to compartmentalize the kinetochore–microtubule plus-end machinery, ensuring accurate kinetochore–microtubule interactions during chromosome segregation in mitosis. The give evidence in vitro and in vivo in hela cells and also show formation of these condensates upon microinjection in drosophila syncitial embryos.",9606,Homo sapiens,5,biomolecular,,
"0B6FB1B0",Synthetic Condensate 000115,,9606,Homo sapiens,3,synthetic,,
C6D11C2A,Synthetic Condensate 000217,,10090,Mus musculus,3,synthetic,,
E1C65F8A,Nuclear dicing body,"Nuclear dicing bodies are nuclear bodies that play an  important role  in miRNAs  control  of gene expression. In plant cells, miRNA processing is a two-step process that takes place inside the nucleus by the enzyme Dicer-like1 (DCL1) and other proteins such as Serrate (SE), a zinc-finger domain protein, and Hyponastic Leaves1, a double-stranded RNA (dsRNA) binding-domain protein (HYL1). It is recently found that dicing bodies are phase separated condensates and their assembly is driven by the phase separation of SE.",3702,Arabidopsis thaliana,1,biomolecular,,
"7C2F7184",Transcription Elongation Condensate,"Transcription Elongation Condensate form at active gene loci during pause release and elongation. They re enriched with active Pol II (Ser5P, Ser2P) and co-localize with nascent RNA and DNA, especially at paused genes. These condensates are important for regulating transcriptional pause release and elongation.",9606,Homo sapiens,4,biomolecular,,
"35EAEEF6",Stress granule,"Stress granules (SGs) are condensed membrane-less organelles that form dynamically as RNA and protein (RNP) phase separate during physiological stress. When translation initiation is limited, SGs assemble and play a role in translational regulation and proteome buffering. Translationally stalled mRNAs, translation initiation factors, RNA-binding proteins, and non-RNA-binding proteins are among the constituents of SGs. SGs are one of the most important cellular stress relievers, yet their presence are temporary. Any condition that causes permanent presence of SGs, such as chronic stress or alterations in the structure of the components of SGs, can induce their pathological aggregation and degenerative effects.",237561,Candida albicans (strain SC5314 / ATCC MYA-2876),1,biomolecular,,
AF4EAC9D,BMP2K condensate,"BMP2K(BMP-2-inducible protein kinase), a key regulator of bone differentiation, forms cytoplasmic condensates (even though, it is described to have a nuclear localization signal (NLS)). Under hyperosmotic stress, these condensates increase in number while their average size decreases.",9606,Homo sapiens,4,biomolecular,,
"0808F6DD",P-body,"P-bodies are cytosolic biomolecular condensates that arise in response to environmental stress when translationally-arrested mRNAs and proteins phase separate at specific regions in the cytoplasm. In this way, P-bodies are important for translation regulation and proteome buffering.",284812,Schizosaccharomyces pombe (strain 972 / ATCC 24843),1,biomolecular,,
"9DA71F79",Stress granule,"Stress granules are formed in response to a diverse set of cellular stresses including changes in temperature, pH, nutrient and oxygen availability. They represent a heterogenous class of ribonucleoprotein condensates with varying compositions and physical properties (e.g. viscosity, liquid-vs-solid-like nature) depending on the exact type of stress as well as the organism itself. It is now understood that nucleic composition is regulated in stress granule formation, and may be directly linked to its function",6239,Caenorhabditis elegans,1,biomolecular,,
"99EB68D3",Nuclear pore complex,"Nucleocytoplasmic exchange is mediated by nuclear pore complexes (NPCs). They're massive protein complexes that join the inner and outer nuclear membranes to create channels that span the nuclear envelope. Nucleoporins, which are made up of about 30 different protein components, assemble in many copies to form a complicated cylindrical architecture to the nuclear pores.",7227,Drosophila melanogaster,3,biomolecular,,
F5639AB0,Synthetic Condensate 000096,,9606,Homo sapiens,3,synthetic,,
"6838ABCD",Synthetic Condensate 000303,"Morphology: In Vitro Droplet Formation,In Vitro Frap,In Vivo Droplet Formation,In Vivo Frap; Main protein: O04425; Partner Proteins: Q84TD8; FLL2 promotes the phase separation of FCA to form nuclear bodies.",3702,Arabidopsis thaliana,1,synthetic,,
"01BEC43A",Synthetic Condensate 000315,"Morphology: In Vivo Droplet Formation,In Vivo Frap; Main protein: P03520; Partner Proteins: P03521, P03523; fluid-like viroplasm is only observed in cells expressing all 3 viral proteins: N, P, and L",11285,Vesicular stomatitis Indiana virus (strain San Juan),1,synthetic,,
"4F6C34C9",senescence-associated nuclear proteasome foci,"Senescence-Associated Nuclear Proteasome foci (SANPs) are distinct nuclear structures in senescent cells containing active 26S proteasome and ubiquitin chains. They do not colocalize with other nuclear bodies, and are involved in protein degradation and mitochondrial regulation. They are nuclear foci",9606,Homo sapiens,4,biomolecular,,
EB3EADD3,Ubqln puncta,"Ubiquilins (UBQLNs) are multifunctional proteins that interact with a variety of components of the cell's protein quality control (PQC) machinery. UBQLN mutations are most frequently connected to amyotrophic lateral sclerosis (ALS), frontotemporal dementia (FTD), and other neurodegenerative diseases. Studies have shown that UBQLN proteins undergo phase separation and form condensates and pathogenic aggregates.",9606,Homo sapiens,4,biomolecular,,
CABCA76D,Synthetic Condensate 000018,,0,Chimeras,3,synthetic,,
EBDFEA1F,Synthetic Condensate 000296,"Morphology: In Vitro Droplet Formation,In Vitro Frap,In Vivo Droplet Formation; Main protein: Q92804; Partner Proteins: P35637; when P525L FUS droplets were aged in the presence of EWSR1, TAF15 and hnRNPA1, fiber formation was suppressed. P525L FUS interaction with the investigated RBPs was confirmed by assessing droplet co-localization",9606,Homo sapiens,1,synthetic,,
F15C9420,Synthetic Condensate 000300,Morphology: In Vivo Droplet Formation; Main protein: P43243; Partner Proteins: Q13148; MATR3 constructs that are capable of forming liquid-like droplets will recruit TDP43 carrying a disabled RRM1 domain or expressed fragments of TDP43 that encompass the PrL domain.,9606,Homo sapiens,1,synthetic,,
D19EB1EA,SDC4 exosomal condensate,cell-membrane associated condensate driven by SDC4 critical for exosome formation and secretion,9606,Homo sapiens,4,biomolecular,,
EA2D28A3,Synthetic Condensate 000095,,9606,Homo sapiens,3,synthetic,,
C65B6D56,Synthetic Condensate 000076,,9606,Homo sapiens,3,synthetic,,
F1DB9E1E,Signaling cluster,Signaling clusters are protein assemblies which form at the membrane surfaces. Signaling clusters are crucial for the regulation of cell signaling.,10090,Mus musculus,1,biomolecular,,
E0732220,CPEB4 granule,"The intrinsically disordered regions in the N-terminal domain of the unphosphorylated CPEB4 phase separate into inactive, liquid-like droplets, CPEB4 granules. This process is coordinated by Cdk1 through inactivating CPEB1 while activating CPEB4, controlling the dynamic and reversible regulation of CPEB4 with that of CPEB1, integrating phase-specific signal transduction pathways to control cell cycle progression.",8355,Xenopus laevis,5,biomolecular,,
"437BC32B",TIFA-TRAF6 Condensate,TIFA-TRAF6 condensates cluster in a liquid-like state as “microreactors” for recruiting downstream signaling molecules affecting the ALPK1-TIFA-TRAF6 signaling pathway.,9606,Homo sapiens,4,biomolecular,,
CA00D4B7,MEX3B granule,"With MEX3B identified as a constituent of P-bodies, additional non-colocalizing condensates composed of labeled MEX3B are observed in MCF7 cells.",9606,Homo sapiens,1,biomolecular,,
CD2044AE,FXR-driven SARS-CoV-2 condensate,FXR-driven condensates formed by FXR proteins in coordination with the SARS-CoV-2 protein Nsp3. These condensates play a role in clustering viral replication organelles and recruiting the machinery necessary for efficient replication.,9606,Homo sapiens,4,infectious,2697049,Severe acute respiratory syndrome coronavirus 2
"91857CE7",Nucleolus,"Nucleolus is the largest and the first membrane-less organelle which was identified. It is composed of a fibrillar centre (FC), dense fibrillar component (DFC) and granular component (GC).  The nucleolus is a dynamic structure that disassembles during mitosis and reassembles after cell division. The nucleolus is responsible for ribosome biogenesis in eucaryotic cells, which are essential macromolecular machines responsible for synthesizing all proteins required by the cell. The nucleoli are now known to act as sensors and regulators of cellular responses, such as apoptosis, DNA damage response, epigenetic modification, genome stability, proliferation, senescence and signal transduction.",9606,Homo sapiens,1,biomolecular,,
FCE689D0,Synthetic Condensate 000238,,0,Chimeras,3,synthetic,,
"42CE018A",McdB condensate,"McdB protein Is crucial for organize ng reaction centers of Synechococcus elongatus where carbon dioxide in concerted into sugars. McdB condensates are suggested to enhance this process, as altering McdB affects phase separation properties and results in changes in organization of reaction centers.",1140,Synechococcus elongatus (strain PCC 7942 / FACHB-805),3,biomolecular,,
"6C24B33F",Synthetic Condensate 000116,,9606,Homo sapiens,3,synthetic,,
"50E9090F",Synthetic Condensate 000137,,6239,Caenorhabditis elegans,3,synthetic,,
"34881ED2",Nucleolus,"Nucleolus is the largest and the first membrane-less organelle which was identified. It is composed of a fibrillar centre (FC), dense fibrillar component (DFC) and granular component (GC).  The nucleolus is a dynamic structure that disassembles during mitosis and reassembles after cell division. The nucleolus is responsible for ribosome biogenesis in eucaryotic cells, which are essential macromolecular machines responsible for synthesizing all proteins required by the cell. The nucleoli are now known to act as sensors and regulators of cellular responses, such as apoptosis, DNA damage response, epigenetic modification, genome stability, proliferation, senescence and signal transduction.",10116,Rattus norvegicus,1,biomolecular,,
"6AB35885",Synthetic Condensate 000052,,9606,Homo sapiens,3,synthetic,,
"5FD407E4",Inclusion Body,"Tomato yellow mottle-associated virus (TYMaV) inclusion bodies are dynamic biomolecular condensates formed through liquid-liquid phase separation (LLPS) by viral proteins, such as N and P proteins. These condensates facilitate viral replication and intracellular transport, relying on host cytoskeletal components like myosins for motility and coalescence.",4100,Nicotiana benthamiana,4,infectious,1967841,Tomato yellow mottle-associated virus
"718A9EC3",P62 body,"Inclusion bodies are insoluble aggregates of misfolded proteins inside the cell. A common pathogenic event in a range of neurodegenerative illnesses is aggregated proteins from the cytoplasm of nerve cells and glia. Misfolding in P62 is linked to sporadic inclusion body myositis (s-IBM) through defect in selective autophagy and Amyotrophic lateral sclerosis (ALS) which is a neurodegenerative disease that affects motor neurons in the brain, brainstem, and spinal cord.",9606,Homo sapiens,4,biomolecular,,
"11D8DE05",Synthetic Condensate 000317,"Morphology: In Vitro Droplet Formation,In Vitro Frap; Main protein: Q06787; Partner Proteins: Q14444; Using fluorescence microscopy, we observed that CAPRIN1 does not co–phase-separate with FMRP even at protein concentrations of 1 mM, but does so with pFMRP over a wide range of concentrations",9606,Homo sapiens,1,synthetic,,
"89D22CC2",Synthetic Condensate 000270,"Morphology: In Vitro Droplet Formation,In Vitro Frap,In Vivo Droplet Formation; Main protein: P35637; Partner Proteins: Q92804, Q01844, P09651; when P525L FUS droplets were aged in the presence of EWSR1, TAF15 and hnRNPA1, fiber formation was suppressed. P525L FUS interaction with the investigated RBPs was confirmed by assessing droplet co-localization",9606,Homo sapiens,1,synthetic,,
"00EEF43C",Synthetic Condensate 000314,"Morphology: In Vitro Droplet Formation,In Vitro Frap,In Vivo Droplet Formation,In Vivo Frap; Main protein: O65934; Partner Proteins: P9WI75, P9WHW5; Both AF647-labeled PknF and PstP were enriched in phosphorylated OG-Rv17471–310 droplets. However, unlike uniformly-distributed PknF, fluorescently labeled PstP appeared as foci on the surface of the droplets.",83332,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),1,synthetic,,
"3E806696",Stress granule,"Stress granules (SGs) are condensed membrane-less organelles that form dynamically as RNA and protein (RNP) phase separate during physiological stress. When translation initiation is limited, SGs assemble and play a role in translational regulation and proteome buffering. Translationally stalled mRNAs, translation initiation factors, RNA-binding proteins, and non-RNA-binding proteins are among the constituents of SGs. SGs are one of the most important cellular stress relievers, yet their presence are temporary. Any condition that causes permanent presence of SGs, such as chronic stress or alterations in the structure of the components of SGs, can induce their pathological aggregation and degenerative effects.",9031,Gallus gallus,1,biomolecular,,
"28F07613",Synthetic Condensate 000134,,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),3,synthetic,,
A1835F71,Synthetic Condensate 000128,,9606,Homo sapiens,3,synthetic,,
"985E7A25",Synthetic Condensate 000077,,6239,Caenorhabditis elegans,3,synthetic,,
"0CEEA3E8",Synthetic Condensate 000006,,0,Chimeras,3,synthetic,,
AC60E16F,Cojusome,"The conjusome plays an important role in the conjugation events that occur in Tetrahymena thermophila. The conjusome appears in the anterior of conjugant pairs during the early stages of new macronuclei (anlagen) development. It lacks a membrane, and is composed of a network of fibrous, electron dense material, containing background cytoplasm and ribosomes. Several proteins localize to this organelle, including Pdd1p, a chromodomain protein that participates in the formation of chromatin-containing structures in developing macronuclear anlagen",5911,Tetrahymena thermophila,4,biomolecular,,
D12D7489,Synthetic Condensate 000333,"Morphology: In Vitro Droplet Formation,In Vivo Droplet Formation; Main protein: P06104; Partner Proteins: Q02796; Lge1 condensates can co-enrich both the E3 Bre1 and the E2 Rad6 in a catalytic shell.",559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),1,synthetic,,
"504CA153",STD1 body,STD1 bodies are  nuclear puncta in yeast which controls the response to energy depletion by SNF1.,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),5,biomolecular,,
"12F82FB5",Synthetic Condensate 000142,"When GFP is super positively charged, it can induce phase separation of NICD.",0,Chimeras,3,synthetic,,
"9A8A194B",Nuclear speckle,Nuclear speckles are nuclear condensates also known as interchromatin granule clusters. These condensates are enriched in pre-mRNA splicing factors located in the interchromatin region of the nucleoplasm.,3702,Arabidopsis thaliana,1,biomolecular,,
AF287C13,Synthetic Condensate 000326,"Morphology: In Vitro Droplet Formation,In Vitro Frap,In Vivo Droplet Formation,In Vivo Frap; Main protein: O43463; Partner Proteins: P68431, P83916, P45973, Q13185; no puncta formed under any of the conditions tested for HP1β, while two-thirds of the conditions tested for tSUV39H1-HP1β led to the formation of puncta. These observations suggest that a threshold multivalent H3K9me3-CD interaction is required to form puncta in vitro; The catalytic activity of SUV39H1 is dispensable for its localization as a catalytically inactive mutant, SUV39H1 H324K, still colocalizes with HP1α and HP1β to chromocenters.",9606,Homo sapiens,1,synthetic,,
A7E9CBB4,Postsynaptic density,"Postsynaptic density (PSD) is a condensed protein-rich sub-compartment beneath the postsynaptic plasma membranes of each synapse that constantly interchange their contents with bulk aqueous cytoplasm in synaptic spines.. The PSD is responsible for receiving, amplifying, and storing signals begun by presynaptic cells. PSDs are made up of tightly packed proteins that form assemblies that are a few hundred nanometers wide and 30–50 nanometers thick.",10116,Rattus norvegicus,1,biomolecular,,
"94A6FFB4",Synthetic Condensate 000253,,0,Chimeras,3,synthetic,,
BEB5E62D,Anisosome,Anisosomes are nuclear liquid spherical shells with liquid core formed by demixing of RNA-binding deficient TDP-43  protein molecules. Formation of anisosome droplets represent a liquid crystal formation and is important in age related neurodegenerative diseases.,9606,Homo sapiens,4,biomolecular,,
"51D569B1",Synthetic Condensate 000294,"Morphology: In Vitro Droplet Formation,In Vitro Frap; Main protein: Q9JIR0; Partner Proteins: Q9JIR4; RIM and RIM-BP, via specific multivalent bindings, form dynamic and condensed assemblies through liquid-liquid phase separation.",10116,Rattus norvegicus,1,synthetic,,
"3D208FE7",Pre-replication compartment (PRC),"pre-replication condensates (pre-RCs) are formed during Murine Cytomegalovirus (MCMV) infection. These condensates are membraneless assemblies (MLAs) that organize in the nucleus during the early (E) phase of infection, prior to viral DNA replication.",10090,Mus musculus,4,infectious,69156,Murid herpesvirus 1 (strain K181)
"93BC9B9E",Synthetic Condensate 000383,MAPK3 fused to FRB partitions into synthetic Sumo10-Sim6 condensates. ELK1 C-terminus (residues 206-428) fused to FRB also partions and showcases increased phosphorylation when partitioning into the condensate,9606,Homo sapiens,3,synthetic,,
"1E07FF65",Neuronal RNP granule,"Neuronal RNP granules are nonmembrane bound macromolecular condensates that concentrate certain sets of mRNAs and regulatory proteins, allowing them to travel longer distances to axons or dendrites. RNP granules in neurons have a dual role in regulating the translation of linked mRNAs: at rest, they impede mRNA translation, but once activated, they fuel local protein synthesis.",10116,Rattus norvegicus,1,biomolecular,,
E7B423DE,Mimi granules,mimi granules contain mRNAs and proteins involved in synaptic processes. Loss of these granules is associated with impaired nervous system maturity and neuropeptide-mediated signaling resulting in neurodegeneration phenotype,7227,Drosophila melanogaster,5,biomolecular,,
"089DA44D",MARDO,MARDO (Mitochondria-Associated Ribonucleoprotein DOmain) is a mitochondria-associated condensate that is described to store maternal mRNAs in the oocyte,10090,Mus musculus,5,biomolecular,,
"7EC67CCE",Synthetic Condensate 000169,,0,Chimeras,3,synthetic,,
"4F8E82B6",Chloroplast Stress granule,"Arabidopsis thaliana

Chloroplast stress granules assemble rapidly in response to stress (here heat stress) and disappear when the stress ceases. Their formation in the stroma of Arabidopsis thaliana chloroplasts is inhibited by treatment with a translation inhibitor and the granules are composed of a stable core and a fluid outer shell.",3702,Arabidopsis thaliana,2,biomolecular,,
BCF8C0FA,FRQ condensate,"FRQ phase separates in a temperature-dependent manner, altering its phosphorylation by CK1.",367110,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987),5,biomolecular,,
"7EC836B8",BAZ2A bodies,"-BAZ2A bodies form in the nucleus and their presence is enhanced by increased concentrations of crowding agents (i.e. PEG8000) and their frequency and size is reduced with increased 16-hexanediol concentration.
https://pubmed.ncbi.nlm.nih.gov/38599210/",10090,Mus musculus,5,biomolecular,,
"7EE86442",Synthetic Condensate 000355,"Morphology: In Vitro Droplet Formation,In Vivo Droplet Formation,In Vivo Frap; Main protein: P34216; Partner Proteins: P38182; Distinct domains within Ede1 bind Atg8 and mediate phase separation into condensates.",559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),1,synthetic,,
"1A0B17A6",cGAS foci,The cytosolic DNA sensor cGMP-AMP (cGAMP) synthase (cGAS) detects both pathogenic and mislocalized DNA in the cytoplasm and activates innate immunity. The immunological response to cancer and pathogen infection is dependent on cGAS detection of cytosolic DNA. The spatial limitation of the DNA sensor cGAS prevents abnormal intracellular detection of self-DNA. The development of cytoplasmic foci containing cGAS and DNA is triggered by DNA emerging in the cytoplasm. Human cGAS (h-cGAS) constitutes an important therapeutic target for modulation of antiinflammatory responses that can contribute to the emergence of autoimmune disorders.,9606,Homo sapiens,1,biomolecular,,
"09A0EAB5",Centrosome,"Cetrosomes are the main microtubule organising centers (MTOC) of animal cells and thus are critical in regulating cell-cycle progression. Centrosomes nucleate microtubules during mitosis, allowing for chromosomal segregation. Each centrosome contains 2 centrioles arranged perpendicularly and surrounded by pericentriolar material (PCM).",8364,Xenopus tropicalis,1,biomolecular,,
D57F7ABA,Synthetic Condensate 000274,"Morphology: In Vitro Droplet Formation,In Vitro Frap; Main protein: D0PV95; Partner Proteins: P01116, P15056, P04049; ATTO 550-labeled GDP-K-Ras4B proteins were then injected into the solution containing LAF1 droplets. GDP-K-Ras4B protein readily colocalizes in the liquid droplets. both B-Raf-RBD and C-Raf-RBD are not only able to bind to the membrane-associated signaling protein K-Ras4B, they are also able to localize in liquid condensates through interaction with K-Ras4B.",0,Chimeras,1,synthetic,,
E11B6BAB,Synthetic Condensate 000195,,9606,Homo sapiens,3,synthetic,,
A3AA02E8,Synthetic Condensate 000061,,9606,Homo sapiens,3,synthetic,,
"9ED295E5",Nucleolus,"Nucleolus is the largest and the first membrane-less organelle which was identified. It is composed of a fibrillar centre (FC), dense fibrillar component (DFC) and granular component (GC).  The nucleolus is a dynamic structure that disassembles during mitosis and reassembles after cell division. The nucleolus is responsible for ribosome biogenesis in eucaryotic cells, which are essential macromolecular machines responsible for synthesizing all proteins required by the cell. The nucleoli are now known to act as sensors and regulators of cellular responses, such as apoptosis, DNA damage response, epigenetic modification, genome stability, proliferation, senescence and signal transduction.",8128,Oreochromis niloticus,1,biomolecular,,
D8E9712B,Neuronal RNP granule,"Neuronal RNP granules are nonmembrane bound macromolecular condensates that concentrate certain sets of mRNAs and regulatory proteins, allowing them to travel longer distances to axons or dendrites. RNP granules in neurons have a dual role in regulating the translation of linked mRNAs: at rest, they impede mRNA translation, but once activated, they fuel local protein synthesis.",9606,Homo sapiens,1,biomolecular,,
"42323686",Synthetic Condensate 000212,,1140,Synechococcus elongatus (strain PCC 7942 / FACHB-805),3,synthetic,,
"5965E019",mtRNA granule,"Mitochondrial RNA (mtRNA) granules are RNA-rich granules located in close proximity to nucleoids inside mintochondria. mtRNA granules contain newly transcribed mtRNAS and various proteins participating in post-transcriptional processing and regulation of mtRNA, and mitoribosome assembly.",9606,Homo sapiens,1,biomolecular,,
"2EABBFCD",TBC1D2B condensate,"The TBC1D2B condensate forms through liquid-liquid phase separation (LLPS) upon autophagy induction, transitioning from a dilute state to spherical gel-like compartments with high protein mobility.",9606,Homo sapiens,4,biomolecular,,
"69B7DAF2",Synthetic Condensate 000360,Morphology: In Vitro Droplet Formation; Main protein: Q94ET8; Partner Proteins: O03042; Hybrid Arabidopsis Rubisco containing the Chlamydomonas SSU could phase separate into liquid droplets with purified EPYC1 in vitro.,0,Chimeras,1,synthetic,,
C93AFFD2,Synthetic Condensate 000131,,9606,Homo sapiens,3,synthetic,,
FB4E32DD,Presynaptic clusters and postsynaptic densities,"Presynaptic clusters are clusters of synaptic vesicles at presynaptic sites.  Synapsin is the abundant protein associated with synaptic vesicles condensates. Postsynaptic density (PSD) is a condensed protein-rich sub-compartment beneath the postsynaptic plasma membranes of each synapse that constantly interchange their contents with bulk aqueous cytoplasm in synaptic spines.. The PSD is responsible for receiving, amplifying, and storing signals begun by presynaptic cells. PSDs are made up of tightly packed proteins that form assemblies that are a few hundred nanometers wide and 30–50 nanometers thick.",9606,Homo sapiens,2,biomolecular,,
"20D775CC",Synthetic Condensate 000188,,9606,Homo sapiens,3,synthetic,,
"38BEFE36",Synthetic Condensate 000277,"Morphology: In Vitro Droplet Formation,In Vivo Droplet Formation,In Vivo Frap; Main protein: Q8NC56; Partner Proteins: Q8WUX9; We propose that during nuclear reassembly LEM2 condenses into a liquid-like phase and coassembles with CHMP7 to form a macromolecular O-ring seal at the confluence between membranes, chromatin and the spindle.",9606,Homo sapiens,1,synthetic,,
"1ED00101",Synthetic Condensate 000186,,9606,Homo sapiens,3,synthetic,,
"75CAE956",Synthetic Condensate 000075,,6239,Caenorhabditis elegans,3,synthetic,,
"7AFE7FE2",Pericentriolar material,"The Pericentriolar material or cen mRNA granule is a ribonucleoprotein (RNP) condensate that localizes to the Pericentriolar Material (PCM) of the Drosophila centrosome. This condensate acts as a platform for the local translation of Cen,  which is improtant for organizing the mitotic spindle and facilitating mitosis.",7227,Drosophila melanogaster,5,biomolecular,,
D02F3EC8,Peri-nucleolar condensate,"Peri-Nucleolar Condensates form at the nucleolar periphery during heat shock. Upon heat-shock the ribosomal biogenesis is halted and this can lead to accumulation of aggregation prone orphan ribosomal proteins (oRPs). Peri-nucleolar condensates mainly consist of oRPs and the Hsp70 co-chaperone Sis1/DnaJB6. The condensates are suggested to preserve oRPs in a liquid-like state, preventing their degradation and enabling their incorporation into functional ribosomes upon recovery from heat shock.",9606,Homo sapiens,4,biomolecular,,
"7E3E5BC3",Synthetic Condensate 000358,"Morphology: In Vitro Droplet Formation,In Vitro Frap; Main protein: Q94ET8; Partner Proteins: P00877, P00873, P08475; Rubisco and the linker protein Essential Pyrenoid Component 1 (EPYC1), are both necessary and sufficient to phase separate and form liquid droplets.",3055,Chlamydomonas reinhardtii,1,synthetic,,
"58F5AC37",Synthetic Condensate 000283,"Morphology: In Vitro Droplet Formation,In Vitro Frap; Main protein: P24928; Partner Proteins: P35637, Q01844, Q92804; the GFP:CTD fusion protein was avidly trapped by hydrogel droplets composed of the LC domain of TAF15. No trapping whatsoever was observed when the GFP:CTD test protein was exposed to either hnRNPA2 or CIRBP hydrogel droplets, and weak trapping was observed for FUS and EWS hydrogels.",9606,Homo sapiens,1,synthetic,,
"217616E8",cytoplasmic Virion Assembly Compartments (cVACs),Herpesvirus forms cytoplasmic Virion Assembly Compartments (cVACs) in the cytoplasm of the infected cell. These compartments exhibit liquid-like properties.,9606,Homo sapiens,4,infectious,33708,Murid herpesvirus 4
A32542C0,Synthetic Condensate 000183,,10360,Human cytomegalovirus (strain AD169),3,synthetic,,
DD98A56E,Balbiani body,"Germ plasm in developing oocytes of vertebrates is localized into a special membrane-less structure called Balbiani body (Bb).  Bb is packed with RNAs, mitochondria, Golgi and endoplasmic reticulum.",7955,Danio rerio,5,biomolecular,,
CDDB7C63,Synthetic Condensate 000147,"When GFP is super positively charged, it can induce phase separation of NICD.",0,Chimeras,3,synthetic,,
"70C83BD2",Assemblysome,Cytoplasmic condensates composed of ribosome‐nascent protein chain complexes,9606,Homo sapiens,4,biomolecular,,
"21740CDC",NAB3 nuclear body,"Nuclear bodies are membraneless, RNA-rich organelles in the cell nucleus that concentrate certain nuclear proteins and RNA-protein complexes.",559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),5,biomolecular,,
"8F2F7B5C",Heterochromatin,"Chromatin is a complex of DNA and histone proteins that regulates gene expression as well as packaging genetic material to fit inside the cell. The proper functioning of chromatin also necessitates a web of interactions between molecular complexes that alter chromatin shape and organization to change DNA accessibility to transcription factors, resulting in the activation or repression of target DNA locus. Chromatin is divided into three types based on its shape and compaction state: euchromatin, heterochromatin, and centromeric chromatin. Heterochromatin is related with gene silencing and is characterized by being less accessible than euchromatin and transcriptionally less active. In the nucleus, heterochromatin separates from euchromatin and is concentrated in the nuclear periphery and regions around the nucleolus.",3702,Arabidopsis thaliana,5,biomolecular,,
"92722620",Synthetic Condensate 000059,,9606,Homo sapiens,1,synthetic,,
"5D6181E1",Synthetic Condensate 000293,"Morphology: In Vivo Droplet Formation; Main protein: Q14145; Partner Proteins: Q16236, Q13501; KEAP1- and NRF2-positive clusters are positive for endogenous p62 and require p62 to form. The ANCHOR mutants form p62-dependent biomolecular condensates that are spherical and contain p62, p62 pS351, polyUb, and NRF2.",9606,Homo sapiens,1,synthetic,,
"9AFE287E",Synthetic Condensate 000149,,36200,Dissostichus mawsoni,3,synthetic,,
C0C3C39E,Sec-body,Sec bodies are reversible non-membrane bound stress assemblies that incorporate components of the ER exit sites. These assemblies form in Drosophila S2 cells in response to amino-acid starvation.,7227,Drosophila melanogaster,4,biomolecular,,
"3DE2549A",PGL granules,"PGL granules are ribonucleoprotein condensates accumulating under heat stress (26°C) found in Caenorhabditis elegans. PGL granules are distinct from stress granules and P bodies in composition and dynamics. The granules serve as sites for mRNA storage and regulation, facilitating stress resistance and  evading autophagic degradation.",6239,Caenorhabditis elegans,5,biomolecular,,
"7BA5F8B6",Synthetic Condensate 000223,,83333,Escherichia coli (strain K12),3,synthetic,,
"9A9D7F4D",Synthetic Condensate 000014,,9606,Homo sapiens,1,synthetic,,
"37C8BA2F",Synthetic Condensate 000012,,284811,Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056),1,synthetic,,
"99286EFB",Synthetic Condensate 000038,,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),3,synthetic,,
"28F24DDF",Synthetic Condensate 000256,,0,Chimeras,3,synthetic,,
"403A9DB1",Synthetic Condensate 000002,,8355,Xenopus laevis,3,synthetic,,
"9BCF5950",Plant growth regulator,Signal transduction body that regulates growth based on light and,0,Chimeras,5,biomolecular,,
"1A926453",Synthetic Condensate 000307,"Morphology: In Vitro Droplet Formation,In Vitro Frap; Main protein: P26599; Partner Proteins: P16333; Analogous droplets were also observed with an unrelated SH35-ligand5 pair and with the tetravalent RNA binding protein, PTB, interacting with an RNA oligonucleotide.",9606,Homo sapiens,1,synthetic,,
