unified_mlo,name_a,name_b,n_a,n_b,shared,overlap_coef,same_resource,shared_organism,res_a,res_b
signaling_condensate,PGAM5-MAVS Condensate,TBC1D2B condensate,2,1,0,0.0,True,False,CDCODE,CDCODE
signaling_condensate,Plectin condensates,SSB condensate,2,3,0,0.0,True,False,CDCODE,CDCODE
signaling_condensate,Plectin condensates,Signalosome,2,1,0,0.0,True,False,CDCODE,CDCODE
signaling_condensate,Plectin condensates,TBC1D2B condensate,2,1,0,0.0,True,False,CDCODE,CDCODE
signaling_condensate,SSB condensate,Signalosome,3,1,0,0.0,True,False,CDCODE,CDCODE
signaling_condensate,SSB condensate,TBC1D2B condensate,3,1,0,0.0,True,True,CDCODE,CDCODE
signaling_condensate,Signalosome,TBC1D2B condensate,1,1,0,0.0,True,False,CDCODE,CDCODE
sint_speckle,SINT-speckle,Sint speckle,5,4,4,1.0,False,True,PhaSepDB,CDCODE
sirna_body,Sirna body,siRNA body,5,2,2,1.0,False,True,CDCODE,DrLLPS
spindle_apparatus,+TIP,+TIP body,3,6,0,0.0,True,False,CDCODE,CDCODE
spindle_apparatus,+TIP,Birc5b assembly,3,1,0,0.0,True,False,CDCODE,CDCODE
spindle_apparatus,+TIP,EB1F condensate,3,1,0,0.0,True,False,CDCODE,CDCODE
spindle_apparatus,+TIP,GAS2L3 condensates,3,1,0,0.0,True,True,CDCODE,CDCODE
spindle_apparatus,+TIP,Spindle apparatus,3,73,0,0.0,False,True,CDCODE,"DrLLPS,PhaSepDB"
spindle_apparatus,+TIP,Spindle matrix,3,1,0,0.0,True,False,CDCODE,CDCODE
spindle_apparatus,+TIP,condensed compartments of microtubule bundling,3,1,0,0.0,False,True,CDCODE,PhasePro
spindle_apparatus,+TIP,spindle matrix,3,1,0,0.0,False,False,CDCODE,PhasePro
spindle_apparatus,+TIP body,Birc5b assembly,6,1,0,0.0,True,False,CDCODE,CDCODE
spindle_apparatus,+TIP body,EB1F condensate,6,1,0,0.0,True,False,CDCODE,CDCODE
spindle_apparatus,+TIP body,GAS2L3 condensates,6,1,0,0.0,True,False,CDCODE,CDCODE
spindle_apparatus,+TIP body,Spindle apparatus,6,73,0,0.0,False,True,CDCODE,"DrLLPS,PhaSepDB"
spindle_apparatus,+TIP body,Spindle matrix,6,1,0,0.0,True,False,CDCODE,CDCODE
spindle_apparatus,+TIP body,condensed compartments of microtubule bundling,6,1,0,0.0,False,False,CDCODE,PhasePro
spindle_apparatus,+TIP body,spindle matrix,6,1,0,0.0,False,False,CDCODE,PhasePro
spindle_apparatus,Birc5b assembly,EB1F condensate,1,1,0,0.0,True,False,CDCODE,CDCODE
spindle_apparatus,Birc5b assembly,GAS2L3 condensates,1,1,0,0.0,True,False,CDCODE,CDCODE
spindle_apparatus,Birc5b assembly,Spindle apparatus,1,73,0,0.0,False,False,CDCODE,"DrLLPS,PhaSepDB"
spindle_apparatus,Birc5b assembly,Spindle matrix,1,1,0,0.0,True,False,CDCODE,CDCODE
spindle_apparatus,Birc5b assembly,condensed compartments of microtubule bundling,1,1,0,0.0,False,False,CDCODE,PhasePro
spindle_apparatus,Birc5b assembly,spindle matrix,1,1,0,0.0,False,False,CDCODE,PhasePro
spindle_apparatus,EB1F condensate,GAS2L3 condensates,1,1,0,0.0,True,False,CDCODE,CDCODE
spindle_apparatus,EB1F condensate,Spindle apparatus,1,73,0,0.0,False,True,CDCODE,"DrLLPS,PhaSepDB"
spindle_apparatus,EB1F condensate,Spindle matrix,1,1,0,0.0,True,False,CDCODE,CDCODE
spindle_apparatus,EB1F condensate,condensed compartments of microtubule bundling,1,1,0,0.0,False,False,CDCODE,PhasePro
spindle_apparatus,EB1F condensate,spindle matrix,1,1,0,0.0,False,False,CDCODE,PhasePro
spindle_apparatus,GAS2L3 condensates,Spindle apparatus,1,73,0,0.0,False,True,CDCODE,"DrLLPS,PhaSepDB"
spindle_apparatus,GAS2L3 condensates,Spindle matrix,1,1,0,0.0,True,False,CDCODE,CDCODE
spindle_apparatus,GAS2L3 condensates,condensed compartments of microtubule bundling,1,1,0,0.0,False,True,CDCODE,PhasePro
spindle_apparatus,GAS2L3 condensates,spindle matrix,1,1,0,0.0,False,False,CDCODE,PhasePro
spindle_apparatus,Spindle apparatus,Spindle matrix,73,1,1,1.0,False,True,"DrLLPS,PhaSepDB",CDCODE
spindle_apparatus,Spindle apparatus,condensed compartments of microtubule bundling,73,1,0,0.0,False,True,"DrLLPS,PhaSepDB",PhasePro
spindle_apparatus,Spindle apparatus,spindle matrix,73,1,1,1.0,False,True,"DrLLPS,PhaSepDB",PhasePro
spindle_apparatus,Spindle matrix,condensed compartments of microtubule bundling,1,1,0,0.0,False,False,CDCODE,PhasePro
spindle_apparatus,Spindle matrix,spindle matrix,1,1,1,1.0,False,True,CDCODE,PhasePro
spindle_apparatus,condensed compartments of microtubule bundling,spindle matrix,1,1,0,0.0,True,False,PhasePro,PhasePro
std1_body,STD1 body,Std1 bodies,1,1,1,1.0,False,True,CDCODE,PhasePro
stress_granule,DHX9 Stress Granules,Osmotic stress granule,12,1,0,0.0,False,False,CDCODE,PhaSepDB
stress_granule,DHX9 Stress Granules,Stress Granule,12,56,0,0.0,True,False,CDCODE,CDCODE
stress_granule,DHX9 Stress Granules,Stress granule,12,2594,12,1.0,True,True,CDCODE,"CDCODE,DrLLPS,PhaSepDB"
stress_granule,DHX9 Stress Granules,cytoplasmic stress granule,12,18,3,0.25,False,True,CDCODE,PhasePro
stress_granule,DHX9 Stress Granules,eIF5B granules,12,1,0,0.0,True,True,CDCODE,CDCODE
stress_granule,Osmotic stress granule,Stress Granule,1,56,0,0.0,False,False,PhaSepDB,CDCODE
stress_granule,Osmotic stress granule,Stress granule,1,2594,0,0.0,True,True,PhaSepDB,"CDCODE,DrLLPS,PhaSepDB"
stress_granule,Osmotic stress granule,cytoplasmic stress granule,1,18,0,0.0,False,False,PhaSepDB,PhasePro
stress_granule,Osmotic stress granule,eIF5B granules,1,1,0,0.0,False,False,PhaSepDB,CDCODE
stress_granule,Stress Granule,Stress granule,56,2594,0,0.0,True,False,CDCODE,"CDCODE,DrLLPS,PhaSepDB"
stress_granule,Stress Granule,cytoplasmic stress granule,56,18,0,0.0,False,False,CDCODE,PhasePro
stress_granule,Stress Granule,eIF5B granules,56,1,0,0.0,True,False,CDCODE,CDCODE
stress_granule,Stress granule,cytoplasmic stress granule,2594,18,18,1.0,False,True,"CDCODE,DrLLPS,PhaSepDB",PhasePro
stress_granule,Stress granule,eIF5B granules,2594,1,1,1.0,True,True,"CDCODE,DrLLPS,PhaSepDB",CDCODE
stress_granule,cytoplasmic stress granule,eIF5B granules,18,1,0,0.0,False,True,PhasePro,CDCODE
synapsin_condensate,Synapsin condensate,a matrix holding together clusters of synaptic vesicles (SVs),5,2,1,0.5,False,True,PhaSepDB,PhasePro
synapsin_condensate,Synapsin condensate,α-synnuclein condensates,5,1,1,1.0,False,True,PhaSepDB,CDCODE
synapsin_condensate,Synapsin condensate,α-synuclein condensates,5,6,1,0.2,True,True,PhaSepDB,"CDCODE,PhaSepDB"
synapsin_condensate,a matrix holding together clusters of synaptic vesicles (SVs),α-synnuclein condensates,2,1,0,0.0,False,True,PhasePro,CDCODE
synapsin_condensate,a matrix holding together clusters of synaptic vesicles (SVs),α-synuclein condensates,2,6,0,0.0,False,True,PhasePro,"CDCODE,PhaSepDB"
synapsin_condensate,α-synnuclein condensates,α-synuclein condensates,1,6,1,1.0,True,True,CDCODE,"CDCODE,PhaSepDB"
t_cell_signalosome,LAT signalosome,T-cell signalosome,3,3,3,1.0,False,True,PhasePro,CDCODE
t_cell_signalosome,LAT signalosome,TCR signalosome,3,3,3,1.0,True,True,PhasePro,PhasePro
t_cell_signalosome,T-cell signalosome,TCR signalosome,3,3,3,1.0,False,True,CDCODE,PhasePro
tam_body,TAM body,Tam body,9,11,9,1.0,False,True,DrLLPS,CDCODE
tau_condensate,Tau Condensate,Tau condensate,5,270,1,0.2,False,True,CDCODE,PhaSepDB
tau_condensate,Tau Condensate,Tau inclusion,5,1,0,0.0,True,False,CDCODE,CDCODE
tau_condensate,Tau condensate,Tau inclusion,270,1,1,1.0,False,True,PhaSepDB,CDCODE
transcriptional_condensate,BRD4 condensate,CEBPZ condensates,3,3,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,BRD4 condensate,EWS-FLI1,3,2,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,BRD4 condensate,EWSR1 condensates,3,1,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,BRD4 condensate,Elongation complex,3,5,0,0.0,False,True,CDCODE,PhaSepDB
transcriptional_condensate,BRD4 condensate,IFN-I transcriptional condensate,3,2,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,BRD4 condensate,KAT8-IRF1 condensate,3,2,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,BRD4 condensate,MEF2D Condensate,3,1,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,BRD4 condensate,POLII clusters,3,2,0,0.0,False,True,CDCODE,PhasePro
transcriptional_condensate,BRD4 condensate,"RNA polymerase II, holoenzyme",3,2,0,0.0,False,True,CDCODE,PhasePro
transcriptional_condensate,BRD4 condensate,RNA polymerase clusters,3,1,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,BRD4 condensate,SGF29 condensate,3,4,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,BRD4 condensate,TFAP2β condensates,3,3,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,BRD4 condensate,Transcription Elongation Condensate,3,8,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,BRD4 condensate,Transcription condensate,3,4,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,BRD4 condensate,Transcriptional condensate,3,131,2,0.667,True,True,CDCODE,"CDCODE,PhaSepDB"
transcriptional_condensate,BRD4 condensate,Transcriptional condensates,3,3,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,BRD4 condensate,cBAF condensate,3,4,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,BRD4 condensate,c‐Maf condensates,3,6,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,BRD4 condensate,nYAC,3,1,1,1.0,True,True,CDCODE,CDCODE
transcriptional_condensate,CEBPZ condensates,EWS-FLI1,3,2,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,CEBPZ condensates,EWSR1 condensates,3,1,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,CEBPZ condensates,Elongation complex,3,5,0,0.0,False,True,CDCODE,PhaSepDB
transcriptional_condensate,CEBPZ condensates,IFN-I transcriptional condensate,3,2,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,CEBPZ condensates,KAT8-IRF1 condensate,3,2,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,CEBPZ condensates,MEF2D Condensate,3,1,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,CEBPZ condensates,POLII clusters,3,2,0,0.0,False,True,CDCODE,PhasePro
transcriptional_condensate,CEBPZ condensates,"RNA polymerase II, holoenzyme",3,2,0,0.0,False,True,CDCODE,PhasePro
transcriptional_condensate,CEBPZ condensates,RNA polymerase clusters,3,1,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,CEBPZ condensates,SGF29 condensate,3,4,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,CEBPZ condensates,TFAP2β condensates,3,3,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,CEBPZ condensates,Transcription Elongation Condensate,3,8,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,CEBPZ condensates,Transcription condensate,3,4,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,CEBPZ condensates,Transcriptional condensate,3,131,1,0.333,True,True,CDCODE,"CDCODE,PhaSepDB"
transcriptional_condensate,CEBPZ condensates,Transcriptional condensates,3,3,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,CEBPZ condensates,cBAF condensate,3,4,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,CEBPZ condensates,c‐Maf condensates,3,6,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,CEBPZ condensates,nYAC,3,1,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,EWS-FLI1,EWSR1 condensates,2,1,1,1.0,True,True,CDCODE,CDCODE
transcriptional_condensate,EWS-FLI1,Elongation complex,2,5,0,0.0,False,True,CDCODE,PhaSepDB
transcriptional_condensate,EWS-FLI1,IFN-I transcriptional condensate,2,2,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,EWS-FLI1,KAT8-IRF1 condensate,2,2,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,EWS-FLI1,MEF2D Condensate,2,1,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,EWS-FLI1,POLII clusters,2,2,0,0.0,False,True,CDCODE,PhasePro
transcriptional_condensate,EWS-FLI1,"RNA polymerase II, holoenzyme",2,2,0,0.0,False,True,CDCODE,PhasePro
transcriptional_condensate,EWS-FLI1,RNA polymerase clusters,2,1,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,EWS-FLI1,SGF29 condensate,2,4,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,EWS-FLI1,TFAP2β condensates,2,3,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,EWS-FLI1,Transcription Elongation Condensate,2,8,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,EWS-FLI1,Transcription condensate,2,4,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,EWS-FLI1,Transcriptional condensate,2,131,1,0.5,True,True,CDCODE,"CDCODE,PhaSepDB"
transcriptional_condensate,EWS-FLI1,Transcriptional condensates,2,3,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,EWS-FLI1,cBAF condensate,2,4,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,EWS-FLI1,c‐Maf condensates,2,6,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,EWS-FLI1,nYAC,2,1,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,EWSR1 condensates,Elongation complex,1,5,0,0.0,False,True,CDCODE,PhaSepDB
transcriptional_condensate,EWSR1 condensates,IFN-I transcriptional condensate,1,2,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,EWSR1 condensates,KAT8-IRF1 condensate,1,2,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,EWSR1 condensates,MEF2D Condensate,1,1,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,EWSR1 condensates,POLII clusters,1,2,0,0.0,False,True,CDCODE,PhasePro
transcriptional_condensate,EWSR1 condensates,"RNA polymerase II, holoenzyme",1,2,0,0.0,False,True,CDCODE,PhasePro
transcriptional_condensate,EWSR1 condensates,RNA polymerase clusters,1,1,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,EWSR1 condensates,SGF29 condensate,1,4,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,EWSR1 condensates,TFAP2β condensates,1,3,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,EWSR1 condensates,Transcription Elongation Condensate,1,8,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,EWSR1 condensates,Transcription condensate,1,4,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,EWSR1 condensates,Transcriptional condensate,1,131,1,1.0,True,True,CDCODE,"CDCODE,PhaSepDB"
transcriptional_condensate,EWSR1 condensates,Transcriptional condensates,1,3,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,EWSR1 condensates,cBAF condensate,1,4,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,EWSR1 condensates,c‐Maf condensates,1,6,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,EWSR1 condensates,nYAC,1,1,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,Elongation complex,IFN-I transcriptional condensate,5,2,0,0.0,False,True,PhaSepDB,CDCODE
transcriptional_condensate,Elongation complex,KAT8-IRF1 condensate,5,2,0,0.0,False,True,PhaSepDB,CDCODE
transcriptional_condensate,Elongation complex,MEF2D Condensate,5,1,0,0.0,False,True,PhaSepDB,CDCODE
transcriptional_condensate,Elongation complex,POLII clusters,5,2,0,0.0,False,True,PhaSepDB,PhasePro
transcriptional_condensate,Elongation complex,"RNA polymerase II, holoenzyme",5,2,0,0.0,False,True,PhaSepDB,PhasePro
transcriptional_condensate,Elongation complex,RNA polymerase clusters,5,1,0,0.0,False,False,PhaSepDB,CDCODE
transcriptional_condensate,Elongation complex,SGF29 condensate,5,4,0,0.0,False,True,PhaSepDB,CDCODE
transcriptional_condensate,Elongation complex,TFAP2β condensates,5,3,0,0.0,False,True,PhaSepDB,CDCODE
transcriptional_condensate,Elongation complex,Transcription Elongation Condensate,5,8,2,0.4,False,True,PhaSepDB,CDCODE
transcriptional_condensate,Elongation complex,Transcription condensate,5,4,0,0.0,False,False,PhaSepDB,CDCODE
transcriptional_condensate,Elongation complex,Transcriptional condensate,5,131,3,0.6,True,True,PhaSepDB,"CDCODE,PhaSepDB"
transcriptional_condensate,Elongation complex,Transcriptional condensates,5,3,0,0.0,False,False,PhaSepDB,CDCODE
transcriptional_condensate,Elongation complex,cBAF condensate,5,4,0,0.0,False,True,PhaSepDB,CDCODE
transcriptional_condensate,Elongation complex,c‐Maf condensates,5,6,0,0.0,False,True,PhaSepDB,CDCODE
transcriptional_condensate,Elongation complex,nYAC,5,1,0,0.0,False,True,PhaSepDB,CDCODE
transcriptional_condensate,IFN-I transcriptional condensate,KAT8-IRF1 condensate,2,2,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,IFN-I transcriptional condensate,MEF2D Condensate,2,1,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,IFN-I transcriptional condensate,POLII clusters,2,2,0,0.0,False,True,CDCODE,PhasePro
transcriptional_condensate,IFN-I transcriptional condensate,"RNA polymerase II, holoenzyme",2,2,0,0.0,False,True,CDCODE,PhasePro
transcriptional_condensate,IFN-I transcriptional condensate,RNA polymerase clusters,2,1,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,IFN-I transcriptional condensate,SGF29 condensate,2,4,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,IFN-I transcriptional condensate,TFAP2β condensates,2,3,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,IFN-I transcriptional condensate,Transcription Elongation Condensate,2,8,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,IFN-I transcriptional condensate,Transcription condensate,2,4,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,IFN-I transcriptional condensate,Transcriptional condensate,2,131,0,0.0,True,True,CDCODE,"CDCODE,PhaSepDB"
transcriptional_condensate,IFN-I transcriptional condensate,Transcriptional condensates,2,3,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,IFN-I transcriptional condensate,cBAF condensate,2,4,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,IFN-I transcriptional condensate,c‐Maf condensates,2,6,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,IFN-I transcriptional condensate,nYAC,2,1,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,KAT8-IRF1 condensate,MEF2D Condensate,2,1,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,KAT8-IRF1 condensate,POLII clusters,2,2,0,0.0,False,True,CDCODE,PhasePro
transcriptional_condensate,KAT8-IRF1 condensate,"RNA polymerase II, holoenzyme",2,2,0,0.0,False,True,CDCODE,PhasePro
transcriptional_condensate,KAT8-IRF1 condensate,RNA polymerase clusters,2,1,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,KAT8-IRF1 condensate,SGF29 condensate,2,4,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,KAT8-IRF1 condensate,TFAP2β condensates,2,3,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,KAT8-IRF1 condensate,Transcription Elongation Condensate,2,8,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,KAT8-IRF1 condensate,Transcription condensate,2,4,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,KAT8-IRF1 condensate,Transcriptional condensate,2,131,0,0.0,True,True,CDCODE,"CDCODE,PhaSepDB"
transcriptional_condensate,KAT8-IRF1 condensate,Transcriptional condensates,2,3,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,KAT8-IRF1 condensate,cBAF condensate,2,4,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,KAT8-IRF1 condensate,c‐Maf condensates,2,6,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,KAT8-IRF1 condensate,nYAC,2,1,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,MEF2D Condensate,POLII clusters,1,2,0,0.0,False,True,CDCODE,PhasePro
transcriptional_condensate,MEF2D Condensate,"RNA polymerase II, holoenzyme",1,2,0,0.0,False,True,CDCODE,PhasePro
transcriptional_condensate,MEF2D Condensate,RNA polymerase clusters,1,1,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,MEF2D Condensate,SGF29 condensate,1,4,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,MEF2D Condensate,TFAP2β condensates,1,3,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,MEF2D Condensate,Transcription Elongation Condensate,1,8,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,MEF2D Condensate,Transcription condensate,1,4,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,MEF2D Condensate,Transcriptional condensate,1,131,0,0.0,True,True,CDCODE,"CDCODE,PhaSepDB"
transcriptional_condensate,MEF2D Condensate,Transcriptional condensates,1,3,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,MEF2D Condensate,cBAF condensate,1,4,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,MEF2D Condensate,c‐Maf condensates,1,6,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,MEF2D Condensate,nYAC,1,1,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,POLII clusters,"RNA polymerase II, holoenzyme",2,2,2,1.0,True,True,PhasePro,PhasePro
transcriptional_condensate,POLII clusters,RNA polymerase clusters,2,1,1,1.0,False,True,PhasePro,CDCODE
transcriptional_condensate,POLII clusters,SGF29 condensate,2,4,1,0.5,False,True,PhasePro,CDCODE
transcriptional_condensate,POLII clusters,TFAP2β condensates,2,3,0,0.0,False,True,PhasePro,CDCODE
transcriptional_condensate,POLII clusters,Transcription Elongation Condensate,2,8,0,0.0,False,True,PhasePro,CDCODE
transcriptional_condensate,POLII clusters,Transcription condensate,2,4,0,0.0,False,False,PhasePro,CDCODE
transcriptional_condensate,POLII clusters,Transcriptional condensate,2,131,1,0.5,False,True,PhasePro,"CDCODE,PhaSepDB"
transcriptional_condensate,POLII clusters,Transcriptional condensates,2,3,0,0.0,False,False,PhasePro,CDCODE
transcriptional_condensate,POLII clusters,cBAF condensate,2,4,0,0.0,False,True,PhasePro,CDCODE
transcriptional_condensate,POLII clusters,c‐Maf condensates,2,6,0,0.0,False,True,PhasePro,CDCODE
transcriptional_condensate,POLII clusters,nYAC,2,1,0,0.0,False,True,PhasePro,CDCODE
transcriptional_condensate,"RNA polymerase II, holoenzyme",RNA polymerase clusters,2,1,1,1.0,False,True,PhasePro,CDCODE
transcriptional_condensate,"RNA polymerase II, holoenzyme",SGF29 condensate,2,4,1,0.5,False,True,PhasePro,CDCODE
transcriptional_condensate,"RNA polymerase II, holoenzyme",TFAP2β condensates,2,3,0,0.0,False,True,PhasePro,CDCODE
transcriptional_condensate,"RNA polymerase II, holoenzyme",Transcription Elongation Condensate,2,8,0,0.0,False,True,PhasePro,CDCODE
transcriptional_condensate,"RNA polymerase II, holoenzyme",Transcription condensate,2,4,0,0.0,False,False,PhasePro,CDCODE
transcriptional_condensate,"RNA polymerase II, holoenzyme",Transcriptional condensate,2,131,1,0.5,False,True,PhasePro,"CDCODE,PhaSepDB"
transcriptional_condensate,"RNA polymerase II, holoenzyme",Transcriptional condensates,2,3,0,0.0,False,False,PhasePro,CDCODE
transcriptional_condensate,"RNA polymerase II, holoenzyme",cBAF condensate,2,4,0,0.0,False,True,PhasePro,CDCODE
transcriptional_condensate,"RNA polymerase II, holoenzyme",c‐Maf condensates,2,6,0,0.0,False,True,PhasePro,CDCODE
transcriptional_condensate,"RNA polymerase II, holoenzyme",nYAC,2,1,0,0.0,False,True,PhasePro,CDCODE
transcriptional_condensate,RNA polymerase clusters,SGF29 condensate,1,4,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,RNA polymerase clusters,TFAP2β condensates,1,3,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,RNA polymerase clusters,Transcription Elongation Condensate,1,8,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,RNA polymerase clusters,Transcription condensate,1,4,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,RNA polymerase clusters,Transcriptional condensate,1,131,0,0.0,True,True,CDCODE,"CDCODE,PhaSepDB"
transcriptional_condensate,RNA polymerase clusters,Transcriptional condensates,1,3,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,RNA polymerase clusters,cBAF condensate,1,4,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,RNA polymerase clusters,c‐Maf condensates,1,6,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,RNA polymerase clusters,nYAC,1,1,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,SGF29 condensate,TFAP2β condensates,4,3,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,SGF29 condensate,Transcription Elongation Condensate,4,8,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,SGF29 condensate,Transcription condensate,4,4,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,SGF29 condensate,Transcriptional condensate,4,131,2,0.5,True,True,CDCODE,"CDCODE,PhaSepDB"
transcriptional_condensate,SGF29 condensate,Transcriptional condensates,4,3,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,SGF29 condensate,cBAF condensate,4,4,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,SGF29 condensate,c‐Maf condensates,4,6,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,SGF29 condensate,nYAC,4,1,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,TFAP2β condensates,Transcription Elongation Condensate,3,8,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,TFAP2β condensates,Transcription condensate,3,4,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,TFAP2β condensates,Transcriptional condensate,3,131,0,0.0,True,True,CDCODE,"CDCODE,PhaSepDB"
transcriptional_condensate,TFAP2β condensates,Transcriptional condensates,3,3,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,TFAP2β condensates,cBAF condensate,3,4,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,TFAP2β condensates,c‐Maf condensates,3,6,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,TFAP2β condensates,nYAC,3,1,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,Transcription Elongation Condensate,Transcription condensate,8,4,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,Transcription Elongation Condensate,Transcriptional condensate,8,131,6,0.75,True,True,CDCODE,"CDCODE,PhaSepDB"
