uniprot,mlo_db,rol_db,source,db,mlo,rol
Q75E28,cytoplasmic stress granule,driver,phasepro,phasepro,cytoplasmic stress granule,driver
D0PV95,P granule,driver,phasepro,phasepro,p granule,driver
D0PV95,,driver,phasepro,phasepro,,driver
Q7ZXV8,spindle matrix,driver,phasepro,phasepro,spindle matrix,driver
P35637,cytoplasmic stress granule,driver,phasepro,phasepro,cytoplasmic stress granule,driver
P35637,cytoplasmic ribonucleoprotein granule,driver,phasepro,phasepro,cytoplasmic ribonucleoprotein granule,driver
Q06787,cytoplasmic stress granule,driver,phasepro,phasepro,cytoplasmic stress granule,driver
Q06787,cytoplasmic ribonucleoprotein granule,driver,phasepro,phasepro,cytoplasmic ribonucleoprotein granule,driver
Q06787,"synaptosome, neuron projection",driver,phasepro,phasepro,"synaptosome, neuron projection",driver
Q06787,neuronal ribonucleoprotein granule,driver,phasepro,phasepro,neuronal ribonucleoprotein granule,driver
Q92804,nuclear protein granule,driver,phasepro,phasepro,nuclear protein granule,driver
Q92804,,driver,phasepro,phasepro,,driver
Q13148,cytoplasmic stress granule,driver,phasepro,phasepro,cytoplasmic stress granule,driver
Q13148,cytoplasmic ribonucleoprotein granule,driver,phasepro,phasepro,cytoplasmic ribonucleoprotein granule,driver
Q13148,,driver,phasepro,phasepro,,driver
Q8SWR8,neuronal ribonucleoprotein granule,driver,phasepro,phasepro,neuronal ribonucleoprotein granule,driver
Q8SWR8,cytoplasmic stress granule,driver,phasepro,phasepro,cytoplasmic stress granule,driver
Q01844,nuclear protein granule,driver,phasepro,phasepro,nuclear protein granule,driver
Q01844,,driver,phasepro,phasepro,,driver
P09651,cytoplasmic stress granule,driver,phasepro,phasepro,cytoplasmic stress granule,driver
P22626-2,cytoplasmic stress granule,driver,phasepro,phasepro,cytoplasmic stress granule,driver
P22626-2,cytoplasmic ribonucleoprotein granule,driver,phasepro,phasepro,cytoplasmic ribonucleoprotein granule,driver
P31483,cytoplasmic stress granule,driver,phasepro,phasepro,cytoplasmic stress granule,driver
O60500,membrane cluster,driver,phasepro,phasepro,membrane cluster,driver
O60500,actin cortical patch,driver,phasepro,phasepro,actin cortical patch,driver
O60500,Arp2/3 protein complex,driver,phasepro,phasepro,arp2/3 protein complex,driver
O00401,membrane cluster,driver,phasepro,phasepro,membrane cluster,driver
O00401,actin cortical patch,driver,phasepro,phasepro,actin cortical patch,driver
O00401,Arp2/3 protein complex,driver,phasepro,phasepro,arp2/3 protein complex,driver
P16333,membrane cluster,driver,phasepro,phasepro,membrane cluster,driver
P16333,actin cortical patch,driver,phasepro,phasepro,actin cortical patch,driver
P16333,Arp2/3 protein complex,driver,phasepro,phasepro,arp2/3 protein complex,driver
Q9NQI0,P granule,driver,phasepro,phasepro,p granule,driver
Q9NQI0,pi-body,driver,phasepro,phasepro,pi-body,driver
O00571,cytoplasmic stress granule,driver,phasepro,phasepro,cytoplasmic stress granule,driver
P52948,nuclear pore central transport channel,driver,phasepro,phasepro,nuclear pore central transport channel,driver
P52948,selective hydrogel-like meshwork formed by FG-nucleoporins in nuclear pore central channel,driver,phasepro,phasepro,selective hydrogel-like meshwork formed by fg-nucleoporins in nuclear pore central channel,driver
P14907,nuclear pore central transport channel,driver,phasepro,phasepro,nuclear pore central transport channel,driver
P14907,selective hydrogel-like meshwork formed by FG-nucleoporins in nuclear pore central channel,driver,phasepro,phasepro,selective hydrogel-like meshwork formed by fg-nucleoporins in nuclear pore central channel,driver
Q02629,nuclear pore central transport channel,driver,phasepro,phasepro,nuclear pore central transport channel,driver
Q02629,selective hydrogel-like meshwork formed by FG-nucleoporins in nuclear pore central channel,driver,phasepro,phasepro,selective hydrogel-like meshwork formed by fg-nucleoporins in nuclear pore central channel,driver
P15502,extracellular matrix,driver,phasepro,phasepro,extracellular matrix,driver
P15502,collagen-containing extracellular matrix,driver,phasepro,phasepro,collagen-containing extracellular matrix,driver
G5EBV6,P granule,driver,phasepro,phasepro,p granule,driver
Q9TXM1,P granule,driver,phasepro,phasepro,p granule,driver
P32588,cytoplasmic stress granule,driver,phasepro,phasepro,cytoplasmic stress granule,driver
P39936,cytoplasmic stress granule,driver,phasepro,phasepro,cytoplasmic stress granule,driver
Q96PK6,paraspeckle,driver,phasepro,phasepro,paraspeckle,driver
P45973,heterochromatin,driver,phasepro,phasepro,heterochromatin,driver
P05205,heterochromatin,driver,phasepro,phasepro,heterochromatin,driver
P04147,cytoplasmic stress granule,driver,phasepro,phasepro,cytoplasmic stress granule,driver
Q22053,nucleolus,driver,phasepro,phasepro,nucleolus,driver
Q22053,dense fibrillar component,driver,phasepro,phasepro,dense fibrillar component,driver
Q22053,nuclear body,driver,phasepro,phasepro,nuclear body,driver
P06748,nucleolus,driver,phasepro,phasepro,nucleolus,driver
P06748,granular component,driver,phasepro,phasepro,granular component,driver
P91349,pericentriolar material,driver,phasepro,phasepro,pericentriolar material,driver
Q9UHD9,cytoplasmic stress granule,driver,phasepro,phasepro,cytoplasmic stress granule,driver
D8V196,cytoplasmic protein granule,driver,phasepro,phasepro,cytoplasmic protein granule,driver
Q16082,cytoplasmic protein granule,driver,phasepro,phasepro,cytoplasmic protein granule,driver
Q16082,nuclear protein granule,driver,phasepro,phasepro,nuclear protein granule,driver
P10636-8,cytoplasmic microtubule,driver,phasepro,phasepro,cytoplasmic microtubule,driver
P10636-8,condensed compartments of microtubule bundling,driver,phasepro,phasepro,condensed compartments of microtubule bundling,driver
Q9UPQ9,RISC complex,driver,phasepro,phasepro,risc complex,driver
Q9UPQ9,P-body,driver,phasepro,phasepro,p-body,driver
Q9UPQ9,micro-ribonucleoprotein complex,driver,phasepro,phasepro,micro-ribonucleoprotein complex,driver
Q9UPQ9,miRISC,driver,phasepro,phasepro,mirisc,driver
Q9UPQ9,GW-body,driver,phasepro,phasepro,gw-body,driver
J3QQ18,postsynaptic density,driver,phasepro,phasepro,postsynaptic density,driver
P17931,galectin complex,driver,phasepro,phasepro,galectin complex,driver
P17931,galectin lattice,driver,phasepro,phasepro,galectin lattice,driver
Q7YU08,cytoplasmic ribonucleoprotein granule,driver,phasepro,phasepro,cytoplasmic ribonucleoprotein granule,driver
Q7YU08,nuclear body,driver,phasepro,phasepro,nuclear body,driver
Q13501,inclusion body,driver,phasepro,phasepro,inclusion body,driver
Q13501,p62 body,driver,phasepro,phasepro,p62 body,driver
O43561,TCR signalosome,driver,phasepro,phasepro,tcr signalosome,driver
O43561,LAT signalosome,driver,phasepro,phasepro,lat signalosome,driver
O43561,,driver,phasepro,phasepro,,driver
P62993,TCR signalosome,driver,phasepro,phasepro,tcr signalosome,driver
P62993,LAT signalosome,driver,phasepro,phasepro,lat signalosome,driver
P62993,,driver,phasepro,phasepro,,driver
Q07889,TCR signalosome,driver,phasepro,phasepro,tcr signalosome,driver
Q07889,LAT signalosome,driver,phasepro,phasepro,lat signalosome,driver
Q07889,,driver,phasepro,phasepro,,driver
Q15233,paraspeckle,driver,phasepro,phasepro,paraspeckle,driver
P23246,paraspeckle,driver,phasepro,phasepro,paraspeckle,driver
Q9W1V3,nucleolus,driver,phasepro,phasepro,nucleolus,driver
Q9W1V3,dense fibrillar component,driver,phasepro,phasepro,dense fibrillar component,driver
Q9W1V3,nuclear body,driver,phasepro,phasepro,nuclear body,driver
Q7KTV5,nucleolus,driver,phasepro,phasepro,nucleolus,driver
Q9VD51,nucleolus,driver,phasepro,phasepro,nucleolus,driver
P53297,cytoplasmic stress granule,driver,phasepro,phasepro,cytoplasmic stress granule,driver
O13828,P-body,driver,phasepro,phasepro,p-body,driver
O94752,P-body,driver,phasepro,phasepro,p-body,driver
Q09737,P-body,driver,phasepro,phasepro,p-body,driver
Q9W4I7,cytoplasmic protein granule,driver,phasepro,phasepro,cytoplasmic protein granule,driver
Q9W4I7,basal Numb-Pon crescent in dividing neuroblasts,driver,phasepro,phasepro,basal numb-pon crescent in dividing neuroblasts,driver
P16554,cytoplasmic protein granule,driver,phasepro,phasepro,cytoplasmic protein granule,driver
P16554,basal Numb-Pon crescent in dividing neuroblasts,driver,phasepro,phasepro,basal numb-pon crescent in dividing neuroblasts,driver
P05453,cytoplasmic protein granule,driver,phasepro,phasepro,cytoplasmic protein granule,driver
P05453,Sup35 condensate,driver,phasepro,phasepro,sup35 condensate,driver
O62011,mutator focus,driver,phasepro,phasepro,mutator focus,driver
O62011,small RNA amplification complex,driver,phasepro,phasepro,small rna amplification complex,driver
P17600,presynaptic cytosol,driver,phasepro,phasepro,presynaptic cytosol,driver
P17600,a matrix holding together clusters of synaptic vesicles (SVs),driver,phasepro,phasepro,a matrix holding together clusters of synaptic vesicles (svs),driver
Q8N884,intracellular DNA/protein granule,driver,phasepro,phasepro,intracellular dna/protein granule,driver
Q8N884,cGAS foci,driver,phasepro,phasepro,cgas foci,driver
Q15648,enhanceosome,driver,phasepro,phasepro,enhanceosome,driver
Q15648,nuclear body,driver,phasepro,phasepro,nuclear body,driver
Q15648,nuclear bodies that occur at super enhancers in mESCs,driver,phasepro,phasepro,nuclear bodies that occur at super enhancers in mescs,driver
O60885,enhanceosome,driver,phasepro,phasepro,enhanceosome,driver
O60885,nuclear body,driver,phasepro,phasepro,nuclear body,driver
O60885,nuclear bodies that occur at super enhancers in mESCs,driver,phasepro,phasepro,nuclear bodies that occur at super enhancers in mescs,driver
H0WFA5,mitochondrial cloud,driver,phasepro,phasepro,mitochondrial cloud,driver
H0WFA5,germ plasm,driver,phasepro,phasepro,germ plasm,driver
H0WFA5,Balbiani body,driver,phasepro,phasepro,balbiani body,driver
F1R237,mitochondrial cloud,driver,phasepro,phasepro,mitochondrial cloud,driver
F1R237,germ plasm,driver,phasepro,phasepro,germ plasm,driver
F1R237,Balbiani body,driver,phasepro,phasepro,balbiani body,driver
P0A9A6,nuclear body,driver,phasepro,phasepro,nuclear body,driver
P0A9A6,Ftsz-rich droplets at specific chromosomal DNA sites,driver,phasepro,phasepro,ftsz-rich droplets at specific chromosomal dna sites,driver
P0C093,nuclear body,driver,phasepro,phasepro,nuclear body,driver
P0C093,Ftsz-rich droplets at specific chromosomal DNA sites,driver,phasepro,phasepro,ftsz-rich droplets at specific chromosomal dna sites,driver
P22363,cytoplasmic viral factory,driver,phasepro,phasepro,cytoplasmic viral factory,driver
P22363,Negri body,driver,phasepro,phasepro,negri body,driver
Q8JXF6,cytoplasmic viral factory,driver,phasepro,phasepro,cytoplasmic viral factory,driver
Q8JXF6,Negri body,driver,phasepro,phasepro,negri body,driver
Q9A749,cytoplasmic ribonucleoprotein granule,driver,phasepro,phasepro,cytoplasmic ribonucleoprotein granule,driver
Q9A749,bacterial RNP-bodies (BR-bodies),driver,phasepro,phasepro,bacterial rnp-bodies (br-bodies),driver
Q07666,nuclear body,driver,phasepro,phasepro,nuclear body,driver
Q07666,ribonucleoprotein complex,driver,phasepro,phasepro,ribonucleoprotein complex,driver
Q07666,Sam68 nuclear bodies (SNBs),driver,phasepro,phasepro,sam68 nuclear bodies (snbs),driver
Q14103,nuclear body,driver,phasepro,phasepro,nuclear body,driver
Q14103,ribonucleoprotein complex,driver,phasepro,phasepro,ribonucleoprotein complex,driver
Q14103,Sam68 nuclear bodies (SNBs),driver,phasepro,phasepro,sam68 nuclear bodies (snbs),driver
O43791,nuclear body,driver,phasepro,phasepro,nuclear body,driver
O43791,nuclear protein granule,driver,phasepro,phasepro,nuclear protein granule,driver
O43791,SPOP/DAXX body,driver,phasepro,phasepro,spop/daxx body,driver
Q9UER7,nuclear body,driver,phasepro,phasepro,nuclear body,driver
Q9UER7,nuclear protein granule,driver,phasepro,phasepro,nuclear protein granule,driver
Q9UER7,SPOP/DAXX body,driver,phasepro,phasepro,spop/daxx body,driver
P25158-2,P granule,driver,phasepro,phasepro,p granule,driver
P08287,euchromatin,driver,phasepro,phasepro,euchromatin,driver
Q5BI67,Sec body,driver,phasepro,phasepro,sec body,driver
Q5BI67,cytoplasmic protein granule,driver,phasepro,phasepro,cytoplasmic protein granule,driver
A1Z813,Sec body,driver,phasepro,phasepro,sec body,driver
A1Z813,cytoplasmic protein granule,driver,phasepro,phasepro,cytoplasmic protein granule,driver
Q9VNF8,Sec body,driver,phasepro,phasepro,sec body,driver
Q9VNF8,cytoplasmic protein granule,driver,phasepro,phasepro,cytoplasmic protein granule,driver
P24928,"RNA polymerase II, holoenzyme",driver,phasepro,phasepro,"rna polymerase ii, holoenzyme",driver
P24928,POLII clusters,driver,phasepro,phasepro,polii clusters,driver
P04050,"RNA polymerase II, holoenzyme",driver,phasepro,phasepro,"rna polymerase ii, holoenzyme",driver
P04050,POLII clusters,driver,phasepro,phasepro,polii clusters,driver
O60563,nuclear speckle,driver,phasepro,phasepro,nuclear speckle,driver
Q13627,nuclear speckle,driver,phasepro,phasepro,nuclear speckle,driver
P03520,cytoplasmic viral factory,driver,phasepro,phasepro,cytoplasmic viral factory,driver
P03520,viroplasm,driver,phasepro,phasepro,viroplasm,driver
P03521,cytoplasmic viral factory,driver,phasepro,phasepro,cytoplasmic viral factory,driver
P03521,viroplasm,driver,phasepro,phasepro,viroplasm,driver
P03523,cytoplasmic viral factory,driver,phasepro,phasepro,cytoplasmic viral factory,driver
P03523,viroplasm,driver,phasepro,phasepro,viroplasm,driver
P04156,cytoplasmic protein granule,driver,phasepro,phasepro,cytoplasmic protein granule,driver
P05067,cytoplasmic protein granule,driver,phasepro,phasepro,cytoplasmic protein granule,driver
Q500V5,heterochromatin,driver,phasepro,phasepro,heterochromatin,driver
Q14781,PcG protein complex,driver,phasepro,phasepro,pcg protein complex,driver
Q14781,euchromatin,driver,phasepro,phasepro,euchromatin,driver
Q14781,heterochromatin,driver,phasepro,phasepro,heterochromatin,driver
Q14781,PcG chromatin condensates,driver,phasepro,phasepro,pcg chromatin condensates,driver
Q02794,cytoplasmic protein granule,driver,phasepro,phasepro,cytoplasmic protein granule,driver
Q02794,Std1 bodies,driver,phasepro,phasepro,std1 bodies,driver
P38996,nuclear body,driver,phasepro,phasepro,nuclear body,driver
Q94ET8,pyrenoid,driver,phasepro,phasepro,pyrenoid,driver
Q9JIR4,cytoplasmic protein granule,driver,phasepro,phasepro,cytoplasmic protein granule,driver
Q9JIR1,cytoplasmic protein granule,driver,phasepro,phasepro,cytoplasmic protein granule,driver
Q8L3W1,nuclear body,driver,phasepro,phasepro,nuclear body,driver
Q07352,cytoplasmic ribonucleoprotein granule,driver,phasepro,phasepro,cytoplasmic ribonucleoprotein granule,driver
Q07352,TIS granule,driver,phasepro,phasepro,tis granule,driver
P23771,enhanceosome,driver,phasepro,phasepro,enhanceosome,driver
P23771,nuclear body,driver,phasepro,phasepro,nuclear body,driver
P23771,robustly E2-activated enhancers (MegaTrans) enhancers,driver,phasepro,phasepro,robustly e2-activated enhancers (megatrans) enhancers,driver
P03372,enhanceosome,driver,phasepro,phasepro,enhanceosome,driver
P03372,nuclear body,driver,phasepro,phasepro,nuclear body,driver
P03372,robustly E2-activated enhancers (MegaTrans) enhancers,driver,phasepro,phasepro,robustly e2-activated enhancers (megatrans) enhancers,driver
O43781,cytoplasmic stress granule,driver,phasepro,phasepro,cytoplasmic stress granule,driver
O43781,liquid-like DYRK3 speckles,driver,phasepro,phasepro,liquid-like dyrk3 speckles,driver
Q92777,presynaptic cytosol,driver,phasepro,phasepro,presynaptic cytosol,driver
Q92777,a matrix holding together clusters of synaptic vesicles (SVs),driver,phasepro,phasepro,a matrix holding together clusters of synaptic vesicles (svs),driver
Q60598,intracellular non-membrane-bounded organelle,driver,phasepro,phasepro,intracellular non-membrane-bounded organelle,driver
O74718,cytoplasmic protein granule,driver,phasepro,phasepro,cytoplasmic protein granule,driver
O74718,Sup35 condensate,driver,phasepro,phasepro,sup35 condensate,driver
P29590-12,PML body,driver,phasepro,phasepro,pml body,driver
P78352-3,postsynaptic density,driver,phasepro,phasepro,postsynaptic density,driver
Q9UKV8,RISC complex,driver,phasepro,phasepro,risc complex,driver
Q9UKV8,P-body,driver,phasepro,phasepro,p-body,driver
Q9UKV8,micro-ribonucleoprotein complex,driver,phasepro,phasepro,micro-ribonucleoprotein complex,driver
Q9UKV8,miRISC,driver,phasepro,phasepro,mirisc,driver
Q9UKV8,GW-body,driver,phasepro,phasepro,gw-body,driver
P00873,pyrenoid,driver,phasepro,phasepro,pyrenoid,driver
P78953,contractile ring,driver,phasepro,phasepro,contractile ring,driver
Q9W4W2,Yb body,driver,phasepro,phasepro,yb body,driver
P43243,nuclear protein granule,driver,phasepro,phasepro,nuclear protein granule,driver
P43243,,driver,phasepro,phasepro,,driver
Q54VP4,intracellular non-membrane-bounded organelle,driver,phasepro,phasepro,intracellular non-membrane-bounded organelle,driver
P26368,nuclear speckle,driver,phasepro,phasepro,nuclear speckle,driver
Q14149,MORC3-NBs,driver,phasepro,phasepro,morc3-nbs,driver
O65934,intracellular non-membrane-bounded organelle,driver,phasepro,phasepro,intracellular non-membrane-bounded organelle,driver
A0QSY1,intracellular non-membrane-bounded organelle,driver,phasepro,phasepro,intracellular non-membrane-bounded organelle,driver
P35972,inclusion body,driver,phasepro,phasepro,inclusion body,driver
Q9Y5A9,P-body,driver,phasepro,phasepro,p-body,driver
Q9Y5A9,cytoplasmic stress granule,driver,phasepro,phasepro,cytoplasmic stress granule,driver
Q9Y5A9,neuronal ribonucleoprotein granule,driver,phasepro,phasepro,neuronal ribonucleoprotein granule,driver
Q9BYJ9,P-body,driver,phasepro,phasepro,p-body,driver
Q9BYJ9,cytoplasmic stress granule,driver,phasepro,phasepro,cytoplasmic stress granule,driver
Q9BYJ9,neuronal ribonucleoprotein granule,driver,phasepro,phasepro,neuronal ribonucleoprotein granule,driver
Q7Z739,P-body,driver,phasepro,phasepro,p-body,driver
Q7Z739,cytoplasmic stress granule,driver,phasepro,phasepro,cytoplasmic stress granule,driver
Q7Z739,neuronal ribonucleoprotein granule,driver,phasepro,phasepro,neuronal ribonucleoprotein granule,driver
Q9U2F5,axonal TIAR-2 granules,driver,phasepro,phasepro,axonal tiar-2 granules,driver
Q8NE35,P-body,driver,phasepro,phasepro,p-body,driver
P35974,inclusion body,driver,phasepro,phasepro,inclusion body,driver
Q12888,nuclear body,driver,phasepro,phasepro,nuclear body,driver
Q60838,_,driver,phasepdb,phasepdb_ps,,driver
P49790,Nuclear pore complex,driver,phasepdb,phasepdb_ps,nuclear pore complex,driver
P09651,_,driver,phasepdb,phasepdb_ps,,driver
P22626,_,driver,phasepdb,phasepdb_ps,,driver
P31483,_,driver,phasepdb,phasepdb_ps,,driver
P35637,_,driver,phasepdb,phasepdb_ps,,driver
P98179,_,driver,phasepdb,phasepdb_ps,,driver
Q13148,_,driver,phasepdb,phasepdb_ps,,driver
Q14011,_,driver,phasepdb,phasepdb_ps,,driver
Q7Z5Q1,_,driver,phasepdb,phasepdb_ps,,driver
J7I6Y1,Nuclear pore complex,driver,phasepdb,phasepdb_ps,nuclear pore complex,driver
K9ZRR1,Nuclear pore complex,driver,phasepdb,phasepdb_ps,nuclear pore complex,driver
K9ZTJ6,Nuclear pore complex,driver,phasepdb,phasepdb_ps,nuclear pore complex,driver
Q5EAX5,Nuclear pore complex,driver,phasepdb,phasepdb_ps,nuclear pore complex,driver
Q5EWX9,Nuclear pore complex,driver,phasepdb,phasepdb_ps,nuclear pore complex,driver
Q5XGN1,Nuclear pore complex,driver,phasepdb,phasepdb_ps,nuclear pore complex,driver
Q6DEC7,Nuclear pore complex,driver,phasepdb,phasepdb_ps,nuclear pore complex,driver
Q91349,Nuclear pore complex,driver,phasepdb,phasepdb_ps,nuclear pore complex,driver
Q9PVZ2,Nuclear pore complex,driver,phasepdb,phasepdb_ps,nuclear pore complex,driver
P35637,_,driver,phasepdb,phasepdb_ps,,driver
Q01844,_,driver,phasepdb,phasepdb_ps,,driver
Q14011,_,driver,phasepdb,phasepdb_ps,,driver
Q92804,_,driver,phasepdb,phasepdb_ps,,driver
P06169,P-body,driver,phasepdb,phasepdb_ps,p-body,driver
_,Nuclear pore complex,driver,phasepdb,phasepdb_ps,nuclear pore complex,driver
C3XWA2,Nuclear pore complex,driver,phasepdb,phasepdb_ps,nuclear pore complex,driver
D3KYQ3,Nuclear pore complex,driver,phasepdb,phasepdb_ps,nuclear pore complex,driver
F4ID16,Nuclear pore complex,driver,phasepdb,phasepdb_ps,nuclear pore complex,driver
G5EEH9,Nuclear pore complex,driver,phasepdb,phasepdb_ps,nuclear pore complex,driver
P52948,Nuclear pore complex,driver,phasepdb,phasepdb_ps,nuclear pore complex,driver
Q02629,Nuclear pore complex,driver,phasepdb,phasepdb_ps,nuclear pore complex,driver
Q54EQ8,Nuclear pore complex,driver,phasepdb,phasepdb_ps,nuclear pore complex,driver
Q9VCH5,Nuclear pore complex,driver,phasepdb,phasepdb_ps,nuclear pore complex,driver
Q9NQI0,Nuage,driver,phasepdb,phasepdb_ps,nuage,driver
D0PV95,P granule,driver,phasepdb,phasepdb_ps,p granule,driver
P35637,Paraspeckle,driver,phasepdb,phasepdb_ps,paraspeckle,driver
Q96PK6,Paraspeckle,driver,phasepdb,phasepdb_ps,paraspeckle,driver
P35637,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
Q7ZXV8,Spindle apparatus,driver,phasepdb,phasepdb_ps,spindle apparatus,driver
Q9JMD0,Spindle apparatus,driver,phasepdb,phasepdb_ps,spindle apparatus,driver
Q7ZXV8,Spindle apparatus,driver,phasepdb,phasepdb_ps,spindle apparatus,driver
Q9JMD0,Spindle apparatus,driver,phasepdb,phasepdb_ps,spindle apparatus,driver
P09651,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
Q13148,_,driver,phasepdb,phasepdb_ps,,driver
P09651,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
P32588,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
P40070,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
P22626,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
P35637,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
P22626,_,driver,phasepdb,phasepdb_ps,,driver
Q13148,Neuronal granule,driver,phasepdb,phasepdb_ps,neuronal granule,driver
G5EBV6,P granule,driver,phasepdb,phasepdb_ps,p granule,driver
P09651,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
P31483,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
P04147,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
Q96LT7,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
P14907,Nuclear pore complex,driver,phasepdb,phasepdb_ps,nuclear pore complex,driver
P91349,Pericentriolar matrix,driver,phasepdb,phasepdb_ps,pericentriolar matrix,driver
P29227,Heterochromatin,driver,phasepdb,phasepdb_ps,heterochromatin,driver
Q9NWB1,Nuclear speckle,driver,phasepdb,phasepdb_ps,nuclear speckle,driver
P09651,Nuclear body,driver,phasepdb,phasepdb_ps,nuclear body,driver
P35637,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
P31483,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
P10636,Tau condensate,driver,phasepdb,phasepdb_ps,tau condensate,driver
P17931,_,driver,phasepdb,phasepdb_ps,,driver
Q9NQI0,Nuage,driver,phasepdb,phasepdb_ps,nuage,driver
P35637,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
Q13148,_,driver,phasepdb,phasepdb_ps,,driver
D0PV95,P granule,driver,phasepdb,phasepdb_ps,p granule,driver
Q7ZXV8,_,driver,phasepdb,phasepdb_ps,,driver
Q5A8T7,Adhesin nanodomain,driver,phasepdb,phasepdb_ps,adhesin nanodomain,driver
Q7T226,Balbiani body,driver,phasepdb,phasepdb_ps,balbiani body,driver
P05453,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
P22626,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
Q13148,_,driver,phasepdb,phasepdb_ps,,driver
P42858,Htt inclusion,driver,phasepdb,phasepdb_ps,htt inclusion,driver
P09651,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
P35637,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
P78344,_,driver,phasepdb,phasepdb_ps,,driver
Q13148,_,driver,phasepdb,phasepdb_ps,,driver
P31483,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
P10636,Tau condensate,driver,phasepdb,phasepdb_ps,tau condensate,driver
Q13148,_,driver,phasepdb,phasepdb_ps,,driver
Q9UHD9,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
P09651,_,driver,phasepdb,phasepdb_ps,,driver
P35637,_,driver,phasepdb,phasepdb_ps,,driver
Q01844,_,driver,phasepdb,phasepdb_ps,,driver
Q13148,_,driver,phasepdb,phasepdb_ps,,driver
Q92804,_,driver,phasepdb,phasepdb_ps,,driver
P35637,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
P10636,Tau condensate,driver,phasepdb,phasepdb_ps,tau condensate,driver
P42858,Htt inclusion,driver,phasepdb,phasepdb_ps,htt inclusion,driver
O60563,Nuclear speckle,driver,phasepdb,phasepdb_ps,nuclear speckle,driver
P32588,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
O60885,Nuclear speckle,driver,phasepdb,phasepdb_ps,nuclear speckle,driver
Q15648,Nuclear speckle,driver,phasepdb,phasepdb_ps,nuclear speckle,driver
D3KYQ3,Nuclear pore complex,driver,phasepdb,phasepdb_ps,nuclear pore complex,driver
P14907,Nuclear pore complex,driver,phasepdb,phasepdb_ps,nuclear pore complex,driver
Q02630,Nuclear pore complex,driver,phasepdb,phasepdb_ps,nuclear pore complex,driver
P09651,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
P31483,_,driver,phasepdb,phasepdb_ps,,driver
P31943,_,driver,phasepdb,phasepdb_ps,,driver
P33240,_,driver,phasepdb,phasepdb_ps,,driver
P35637,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
P51991,_,driver,phasepdb,phasepdb_ps,,driver
P55795,_,driver,phasepdb,phasepdb_ps,,driver
Q01085,_,driver,phasepdb,phasepdb_ps,,driver
Q01844,_,driver,phasepdb,phasepdb_ps,,driver
Q13148,_,driver,phasepdb,phasepdb_ps,,driver
Q13151,_,driver,phasepdb,phasepdb_ps,,driver
Q32P51,_,driver,phasepdb,phasepdb_ps,,driver
Q8WXF1,_,driver,phasepdb,phasepdb_ps,,driver
Q92804,_,driver,phasepdb,phasepdb_ps,,driver
Q96EP5,_,driver,phasepdb,phasepdb_ps,,driver
Q99729,_,driver,phasepdb,phasepdb_ps,,driver
Q9H0L4,_,driver,phasepdb,phasepdb_ps,,driver
P17600,Postsynaptic density,driver,phasepdb,phasepdb_ps,postsynaptic density,driver
Q92777,Postsynaptic density,driver,phasepdb,phasepdb_ps,postsynaptic density,driver
P35637,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
D0PV95,P granule,driver,phasepdb,phasepdb_ps,p granule,driver
G5EBV6,P granule,driver,phasepdb,phasepdb_ps,p granule,driver
Q9TZQ3,P granule,driver,phasepdb,phasepdb_ps,p granule,driver
Q9UHD9,UBQLN puncta,driver,phasepdb,phasepdb_ps,ubqln puncta,driver
P35637,Stress granule,driver,phasepdb,phasepdb_ps,stress granule,driver
P06748,Nucleolus,driver,phasepdb,phasepdb_ps,nucleolus,driver
P30658,Nuclear speckle,driver,phasepdb,phasepdb_ps,nuclear speckle,driver
P39517,P-body,driver,phasepdb,phasepdb_ps,p-body,driver
Q9JIR4,Presynaptic active zone condensate,driver,phasepdb,phasepdb_ps,presynaptic active zone condensate,driver
Q9BP37,_,driver,phasepdb,phasepdb_ps,,driver
Q3YL59,_,driver,phasepdb,phasepdb_ps,,driver
P28163,_,driver,phasepdb,phasepdb_ps,,driver
