uniprot,mlo_db,rol_db,source,db,mlo,rol
Q8N6H7,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P13591,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9NRN7,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q6IAA8,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O94766,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UID3,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UL54,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q5T2T1,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9HAR2,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q15700,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q14185,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P48426,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q5T848,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q12955,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q12792,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P09417,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O14531,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9NZJ4,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q86YM7,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P08237,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P48058,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y4F1,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q96E17,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9NUQ9,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P23468,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O94760,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P54289,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y6K8,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P09936,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O15394,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q6UXV4,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9NUQ2,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q2TAP0,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P42261,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9NZ56,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O95837,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P50148,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q08174,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P14927,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P19367,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y639,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8N3P4,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q12965,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UKG1,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y2D5,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P59780,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q96PY5,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UPQ3,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O14807,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y6W5,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9ULJ8,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q08495,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O75306,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O43426,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q7L0J3,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P02747,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P16152,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O75828,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P30038,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9BRQ6,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P61421,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q12979,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O60229,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O00764,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q86YR5,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q7L7X3,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q96CW1,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y566,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9ULP9,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UPX8,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P63215,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P30085,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O14495,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q969P0,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q15121,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q6ZMI0,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8TF61,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P62760,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q15126,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q96AQ6,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O94856,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9ULU8,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q6H8Q1,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UPA5,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8NCB2,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q14416,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P08758,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q96AG3,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q6UWR7,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q96BQ5,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O15540,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9H9B4,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q5T5C0,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8IWU2,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8N573,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P49419,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P09669,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P63104,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q12768,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q96HU8,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q14C86,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O95139,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q6PCE3,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8N7J2,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q86UX6,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UN36,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O43301,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q86TV6,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O95169,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P12277,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UL15,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O14773,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
A6NH52,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q96JC1,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q5R3F8,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P16452,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q2NKQ1,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q6P1M0,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9NZH0,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O75964,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9H479,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8WZA9,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P22748,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P54284,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P61018,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q96Q05,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O95182,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O75947,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8WXD9,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P02794,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P08195,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q92561,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O43865,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9GZY8,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P41594,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P56385,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P47985,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P47985,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P49327,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q96FE5,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UQB3,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8NFH8,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8NFZ4,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P01037,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P19022,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8WVJ2,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q92629,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P14621,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9H061,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q96D05,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q15818,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O94811,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8TF74,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q08752,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P02679,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P02675,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9NQX3,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9NZG7,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P55087,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y4G6,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8N3V7,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P17677,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q13884,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q7Z3B1,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P35613,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8WVC6,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P25098,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q70E73,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O94929,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P11498,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
