uniprot_id	source_db	source_mlo	unified_mlo	source_role	unified_role	evidence	organism
J3QLE5	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P35659	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q01780	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P09012	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P62306	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q00653	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
H7BXH2	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q5T0R7	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P52294	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O14974	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
E7ERJ7	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O95777	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P07900	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P04075	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
X6RJP6	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q06323	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q2TAY7	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P63092	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q96S59	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q96HC4	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
B0QYK0	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
A0A0G2JIW1	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P55735	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q96DI7	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P18206	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q13057	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
A8MT72	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q7LBC6	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q15459	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q8WWM7	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P24534	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9NRR5	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q8TD19	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O60684	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
E9PIR7	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
H0Y4W2	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P32780	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q92783	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q14258	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
A0A087X0M4	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P19338	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9NQZ2	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P54727	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q14247	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P62318	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P04080	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
H7C2W9	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
H7BXG7	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q92598	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O15479	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
H0YNW5	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
E9PP21	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q8N0X7	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
B0QY89	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O43719	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
I3L3B4	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P62316	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O60343	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9HAV4	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q61937	CDCODE	Granular component	nucleolus	NotInformed	unmapped	NULL	NULL
Q9W1H5	CDCODE	Germ granule	p_granule	NotInformed	unmapped	NULL	NULL
P62806	CDCODE	Ccer1 condensate	nuclear_body	NotInformed	unmapped	NULL	NULL
P22234	CDCODE	Purinosome	purinosome	NotInformed	unmapped	NULL	NULL
Q9XZU2	CDCODE	Germ granule	p_granule	NotInformed	unmapped	NULL	NULL
Q96BD6	CDCODE	DNA damage foci	dna_damage_foci	NotInformed	unmapped	NULL	NULL
Q9Y3C6	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q15648	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
E9PK01	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q5T3J3	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O60244	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q6NUK1	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P08579	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q13451	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9NQW6	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9Y5J1	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O60884	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q92466	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P49736	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
H3BLV9	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9HAU5	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O60832	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q86VP6	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
H0YJS4	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q7L576	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
E9PEB5	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P35244	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
U3KQK0	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9UKM7	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
K7EQH1	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O15355	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9Y230	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
X6R700	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O14929	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P52292	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
H3BR35	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q8IX12	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9Y265	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q14C86	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9H7D7	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
A0A0C4DG89	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P21266	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q92797	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q5SRQ6	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q2TAL8	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
A0A0J9YW13	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9HB71	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P53985	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9HCU4	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9BXP5	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
B1AK85	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O15270	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
A0A0G2JKZ1	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
A6NG10	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9ULW0	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
C9JQD4	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q5VUA4	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q52LJ0	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
G3V153	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
E7EX17	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9Y4Y9	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9BTL3	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P20073	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q14847	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
A0A0G2JNN3	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P07195	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
A0A0D9SFI6	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P30101	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9Y4B6	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q5VTL8	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9Y2W1	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q13619	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q16822	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q8WUM4	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q7KZF4	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
F5H658	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q92734	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P62258	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P30041	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
J3KTL2	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P50995	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O00410	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O94842	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
H7C561	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P09661	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O43660	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q02790	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
A0A087WVQ6	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9Y2W2	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O96019	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
A0A087X1E4	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P51572	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9Y3B4	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q12874	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
C9JZR2	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9BTV4	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q7Z6Z7	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P19784	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q86UP2	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
H7BXF5	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
D6R917	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O43707	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P45974	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
B6VEX4	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O14964	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O60828	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q8TEX9	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
G5EA31	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q96T76	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q16513	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
E9PMC9	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
G3V1C3	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
E7EX29	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
F5H2F4	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
X6RAL5	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P27348	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P51610	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
E9PB61	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q15393	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P52209	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
A8MU58	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P08758	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
K7ERV3	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9H307	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O43290	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q86TC9	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q13907	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9H6F5	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q5H907	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9ULM3	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P62310	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
A0A087X0H9	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
B4DIE3	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9Y4E8	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
A9Z1X7	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
E5RJR5	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O15014	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P53396	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
E7EX73	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P23526	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q93052	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q5D1E8	CDCODE	Stress granule	stress_granule	NotInformed	unmapped	NULL	NULL
O45551	CDCODE	PGL granules	p_granule	NotInformed	unmapped	NULL	NULL
J3QLI9	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P07737	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q99504	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q8TED0	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q6PKG0	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q94K01	CDCODE	Stress granule	stress_granule	NotInformed	unmapped	NULL	NULL
P16152	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
F6VRR5	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
B7Z7F3	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P04406	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q06210	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q96P70	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
R4GMW8	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P11717	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P61289	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
E7ERL0	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
J3KRK0	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
V9GZ56	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
F8W726	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
A0A087WY55	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
M0R2B7	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O75530	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O75369	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P12277	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9UHD1	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q14739	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q5BJH7	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9BVJ6	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
E9PLK3	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P62304	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q6IAA8	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q04760	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
G8JLD5	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q86X55	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q92733	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
E7EVE9	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
R4GNH3	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
H7BYN4	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q6ZU65	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O75717	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P55060	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P35269	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
B1AHD1	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
E9PHA2	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
B5MCF9	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P19447	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q15942	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9HCK8	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O95340	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
H7C2Q8	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q7KZN9	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
E7EX44	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P61964	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q13838	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9H6S3	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
A0A0A0MSN9	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P24666	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q05048	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P08133	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O14776	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q8WY36	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
E7EU96	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q6P1J9	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
A0A0U1RRM1	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
B3KQV6	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P39880	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
E9PKG1	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O14744	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
K7EJX0	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9BYG3	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P54259	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q5VT52	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
V9GYF8	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O75475	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O60306	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q05D32	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O95292	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q13200	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9NX40	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P56182	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q12873	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P13073	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P26639	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q07065	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P40763	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
E7EVX8	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q16401	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q15477	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O00267	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
A6NJA2	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q8WXE1	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
G3V2Q3	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
E7ETD6	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
X6RCR8	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q12888	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P26640	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
J3KPM9	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
P14923	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O75746	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q15020	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9UGI8	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q15654	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
A6NHR9	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q96C86	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
O15160	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q15437	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
B4DJ81	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
Q9NVM9	CDCODE	PML body	pml_nuclear_body	NotInformed	unmapped	NULL	NULL
